municipio,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,freq,share_tracado_via_tipo,share_is_night,share_is_weekend,share_is_single_lane
juazeirinho,430,28,109,63,190,40,172,305,181,0.839779005524862,0.497237569060774,0.513812154696133,0.994475138121547
pau dos ferros,399,27,88,77,162,45,165,325,181,0.81767955801105,0.447513812154696,0.596685082872928,0.889502762430939
piracuruca,414,33,117,49,199,16,166,265,181,0.828729281767956,0.480662983425414,0.475138121546961,0.900552486187845
pranchita,419,11,100,53,242,13,153,292,181,0.541436464088398,0.337016574585635,0.447513812154696,0.994475138121547
ribeirao cascalheira,410,35,152,52,157,14,204,245,181,0.640883977900553,0.458563535911602,0.441988950276243,0.994475138121547
santa barbara do sul,409,25,112,36,234,2,148,281,181,0.668508287292818,0.370165745856354,0.546961325966851,1
marmeleiro,389,8,109,30,231,11,139,274,180,0.427777777777778,0.377777777777778,0.444444444444444,0.994444444444444
tangara,403,32,95,68,180,28,163,299,180,0.705555555555556,0.472222222222222,0.544444444444444,0.983333333333333
teolandia,424,23,101,61,211,28,162,291,180,0.583333333333333,0.338888888888889,0.555555555555556,1
ibotirama,438,18,96,28,276,20,124,268,178,0.752808988764045,0.382022471910112,0.426966292134831,0.97752808988764
lajeado novo,454,60,98,57,208,31,155,267,178,0.915730337078652,0.353932584269663,0.466292134831461,0.98314606741573
poxoreo,364,17,108,29,202,8,137,231,178,0.651685393258427,0.353932584269663,0.471910112359551,1
teofilandia,433,31,87,62,228,25,149,312,178,0.960674157303371,0.477528089887641,0.48314606741573,1
tres forquilhas,337,9,85,21,215,7,106,244,178,0.466292134831461,0.443820224719101,0.50561797752809,0.404494382022472
pejucara,401,14,66,22,289,10,88,252,177,0.548022598870056,0.367231638418079,0.435028248587571,1
verdejante,392,22,107,44,199,20,151,255,177,0.711864406779661,0.497175141242938,0.491525423728814,1
marcolandia,298,32,56,55,141,14,111,248,176,0.409090909090909,0.403409090909091,0.4375,1
muniz freire,314,9,82,47,161,15,129,264,176,0.409090909090909,0.284090909090909,0.448863636363636,0.994318181818182
petrolandia,520,40,118,92,198,72,210,277,175,0.777142857142857,0.462857142857143,0.542857142857143,1
varzea da palma,454,17,183,50,195,9,233,223,175,0.662857142857143,0.434285714285714,0.491428571428572,0.982857142857143
corumba de goias,371,13,116,84,145,13,200,252,173,0.439306358381503,0.421965317919075,0.566473988439307,0.942196531791908
ipiranga,360,16,90,51,195,8,141,263,173,0.716763005780347,0.456647398843931,0.491329479768786,1
sapeacu,396,22,81,62,214,17,143,296,173,0.69364161849711,0.398843930635838,0.473988439306358,0.953757225433526
realeza,456,6,97,32,316,5,129,301,172,0.5,0.343023255813954,0.488372093023256,0.843023255813954
vitoria das missoes,376,27,90,25,232,2,115,261,172,0.593023255813954,0.424418604651163,0.476744186046512,0.982558139534884
reboucas,338,10,104,59,136,29,163,251,171,0.707602339181287,0.56140350877193,0.584795321637427,0.988304093567251
cachoeira,370,17,70,41,229,13,111,301,170,0.629411764705882,0.405882352941176,0.411764705882353,0.894117647058824
santo antonio do planalto,386,18,105,29,226,8,134,266,170,0.705882352941177,0.341176470588235,0.541176470588235,0.988235294117647
bandeira do sul,358,14,111,45,177,11,156,253,169,0.372781065088757,0.408284023668639,0.514792899408284,1
bom jesus das selvas,535,72,186,90,138,49,276,231,169,0.49112426035503,0.390532544378698,0.485207100591716,0.970414201183432
correntina,752,80,197,72,371,32,269,278,169,0.887573964497041,0.355029585798817,0.49112426035503,0.994082840236686
maribondo,417,25,94,51,211,36,145,282,169,0.715976331360947,0.366863905325444,0.461538461538462,0.994082840236686
maripa de minas,349,10,114,34,176,15,148,267,169,0.662721893491124,0.408284023668639,0.449704142011834,0.994082840236686
araci,374,39,98,39,174,24,137,268,168,0.958333333333333,0.428571428571429,0.517857142857143,1
dionisio cerqueira,338,8,66,42,211,11,108,257,168,0.535714285714286,0.386904761904762,0.464285714285714,0.976190476190476
guimarania,351,13,92,25,205,16,117,260,168,0.696428571428571,0.410714285714286,0.452380952380952,0.952380952380952
hidrolina,409,13,91,46,241,18,137,281,168,0.892857142857143,0.345238095238095,0.464285714285714,0.988095238095238
montes claros de goias,466,44,118,81,210,13,199,225,168,0.779761904761905,0.458333333333333,0.517857142857143,0.994047619047619
sao domingos do araguaia,387,36,112,29,191,19,141,269,168,0.708333333333333,0.386904761904762,0.482142857142857,0.982142857142857
talisma,395,14,94,42,240,5,136,258,168,0.946428571428571,0.398809523809524,0.458333333333333,0.988095238095238
antonio olinto,317,17,92,18,179,11,110,234,167,0.437125748502994,0.455089820359281,0.497005988023952,0.922155688622755
gameleira,322,26,64,41,161,30,105,241,167,0.502994011976048,0.311377245508982,0.383233532934132,0.467065868263473
guairaca,415,19,118,39,219,20,157,286,167,0.892215568862276,0.455089820359281,0.491017964071856,0.982035928143713
luis correia,341,23,88,47,163,20,135,270,167,0.736526946107785,0.431137724550898,0.473053892215569,1
machado,347,14,107,34,179,13,141,274,167,0.646706586826347,0.491017964071856,0.544910179640719,0.958083832335329
presidente kennedy,378,18,73,50,227,10,123,272,167,0.880239520958084,0.449101796407186,0.497005988023952,0.994011976047904
muritiba,382,19,85,26,227,25,111,309,165,0.775757575757576,0.339393939393939,0.563636363636364,0.921212121212121
alto santo,407,21,78,42,251,15,120,220,164,0.75,0.609756097560976,0.451219512195122,0.963414634146341
ipiau,356,22,121,39,161,13,160,226,163,0.484662576687117,0.417177914110429,0.515337423312884,0.975460122699386
jampruca,370,22,98,29,211,10,127,264,163,0.552147239263804,0.392638036809816,0.47239263803681,0.96319018404908
bom jardim,355,30,81,60,167,17,141,244,162,0.95679012345679,0.512345679012346,0.506172839506173,0.981481481481481
campo redondo,367,23,88,54,187,15,142,266,162,0.820987654320988,0.351851851851852,0.555555555555556,0.993827160493827
irai,383,23,121,39,185,15,160,243,162,0.592592592592593,0.432098765432099,0.549382716049383,1
maurilandia,348,18,89,35,191,15,124,264,162,0.808641975308642,0.444444444444444,0.475308641975309,1
nazare da mata,404,31,93,63,177,40,156,312,162,0.703703703703704,0.438271604938272,0.438271604938272,0.962962962962963
pedra,394,29,90,99,152,24,189,264,162,0.876543209876543,0.549382716049383,0.537037037037037,1
vargem grande,309,42,69,55,122,21,124,224,162,0.851851851851852,0.567901234567901,0.438271604938272,0.993827160493827
xexeu,322,16,58,25,199,24,83,281,161,0.726708074534162,0.391304347826087,0.409937888198758,0.838509316770186
brejetuba,305,10,74,52,153,16,126,237,160,0.35,0.35,0.4375,0.9875
perola doeste,343,12,102,36,180,13,138,227,160,0.48125,0.3,0.49375,0.9875
taipu,340,22,86,45,165,22,131,260,160,0.75,0.53125,0.59375,0.98125
cachoeira do piria,329,18,82,51,158,20,133,238,159,0.962264150943396,0.553459119496855,0.452830188679245,0.974842767295597
cocal de telha,284,29,44,38,156,17,82,223,158,0.943037974683544,0.60126582278481,0.481012658227848,0.993670886075949
tarumirim,352,25,123,51,144,9,174,235,157,0.484076433121019,0.477707006369427,0.560509554140127,0.974522292993631
barra de santana,327,17,103,34,156,17,137,230,156,0.66025641025641,0.365384615384615,0.455128205128205,0.987179487179487
santa luzia do para,348,37,95,41,147,28,136,243,156,0.916666666666667,0.480769230769231,0.506410256410256,0.967948717948718
santa rita do tocantins,378,37,97,51,176,17,148,262,156,0.961538461538461,0.448717948717949,0.474358974358974,0.993589743589744
sao raimundo das mangabeiras,357,36,119,57,132,13,176,223,156,0.814102564102564,0.378205128205128,0.544871794871795,1
tres arroios,328,13,70,29,200,16,99,244,156,0.480769230769231,0.326923076923077,0.474358974358974,0.987179487179487
sao goncalo do para,279,10,97,36,132,4,133,224,154,0.753246753246753,0.467532467532468,0.474025974025974,0.324675324675325
frei paulo,343,30,114,64,99,36,178,240,152,0.690789473684211,0.447368421052632,0.526315789473684,0.967105263157895
pescaria brava,310,5,114,25,153,13,139,237,152,0.625,0.532894736842105,0.552631578947369,0.177631578947368
capixaba,418,20,124,47,211,16,171,209,151,0.71523178807947,0.483443708609272,0.549668874172185,0.966887417218543
formosa do rio preto,339,41,89,27,170,12,116,210,151,0.562913907284768,0.397350993377483,0.56953642384106,0.986754966887417
pio xii,332,39,91,47,134,21,138,224,151,0.973509933774834,0.536423841059603,0.47682119205298,0.900662251655629
braganca,338,25,84,61,144,24,145,261,150,0.853333333333333,0.446666666666667,0.606666666666667,0.92
botelhos,310,8,128,35,132,7,163,219,149,0.570469798657718,0.503355704697987,0.563758389261745,1
humaita,376,19,129,48,159,21,177,203,149,0.865771812080537,0.389261744966443,0.557046979865772,0.859060402684564
condor,363,6,88,18,242,9,106,225,148,0.581081081081081,0.405405405405405,0.527027027027027,0.966216216216216
ipuiuna,285,10,84,44,135,12,128,211,148,0.601351351351351,0.439189189189189,0.560810810810811,0.993243243243243
piranhas,283,21,70,39,140,13,109,219,148,0.662162162162162,0.371621621621622,0.425675675675676,0.966216216216216
inhapi,421,27,103,88,181,22,191,215,147,0.918367346938776,0.401360544217687,0.496598639455782,1
jitauna,354,27,111,53,146,17,164,222,147,0.564625850340136,0.428571428571429,0.517006802721089,0.965986394557823
muqui,274,19,99,61,83,12,160,203,147,0.605442176870748,0.469387755102041,0.591836734693878,0.993197278911565
carmo de minas,343,8,126,47,158,4,173,258,146,0.623287671232877,0.513698630136986,0.589041095890411,1
romaria,333,7,107,42,167,10,149,255,146,0.815068493150685,0.376712328767123,0.465753424657534,0.979452054794521
santa izabel do para,314,15,102,41,142,14,143,225,146,0.705479452054795,0.308219178082192,0.472602739726027,0.0547945205479452
alcantil,278,17,67,48,133,13,115,203,145,0.537931034482759,0.351724137931035,0.455172413793104,1
apodi,323,36,67,63,129,28,130,259,145,0.83448275862069,0.43448275862069,0.496551724137931,0.806896551724138
caibi,295,21,67,38,160,9,105,222,145,0.468965517241379,0.393103448275862,0.56551724137931,0.96551724137931
irituia,357,40,67,47,180,23,114,243,145,0.786206896551724,0.406896551724138,0.496551724137931,0.979310344827586
sao joao do rio do peixe,281,26,64,66,102,23,130,200,145,0.848275862068966,0.510344827586207,0.551724137931035,1
seritinga,232,7,86,17,117,5,103,188,145,0.23448275862069,0.372413793103448,0.496551724137931,1
paverama,306,3,80,9,205,9,89,236,144,0.5625,0.284722222222222,0.388888888888889,0.583333333333333
filadelfia,381,21,99,29,203,29,128,238,143,0.951048951048951,0.608391608391608,0.517482517482518,1
limoeiro do norte,313,23,73,43,154,20,116,217,143,0.755244755244755,0.482517482517483,0.405594405594406,0.979020979020979
paranaiguara,304,8,98,28,164,6,126,209,143,0.895104895104895,0.482517482517483,0.594405594405594,0.923076923076923
portelandia,374,37,115,44,169,9,159,241,143,0.741258741258741,0.384615384615385,0.503496503496504,0.958041958041958
quipapa,306,10,102,37,141,16,139,206,143,0.48951048951049,0.377622377622378,0.482517482517483,1
sacramento,370,24,94,40,205,7,134,247,143,0.811188811188811,0.342657342657343,0.48951048951049,0.993006993006993
tunas do parana,305,12,98,41,130,24,139,227,143,0.174825174825175,0.321678321678322,0.503496503496504,0.958041958041958
abare,339,32,74,55,149,29,129,215,142,0.894366197183099,0.401408450704225,0.542253521126761,0.97887323943662
brasilandia,309,5,137,27,132,8,164,199,142,0.873239436619718,0.52112676056338,0.528169014084507,0.97887323943662
mallet,258,12,70,47,120,9,117,199,142,0.542253521126761,0.373239436619718,0.429577464788732,1
ruy barbosa,338,18,87,18,202,13,105,190,142,0.47887323943662,0.387323943661972,0.401408450704225,0.985915492957746
sao sebastiao de lagoa de roca,307,8,80,42,158,19,122,237,142,0.725352112676056,0.422535211267606,0.5,0.992957746478873
xapuri,344,16,81,39,190,18,120,172,142,0.767605633802817,0.316901408450704,0.457746478873239,0.985915492957746
marizopolis,287,18,83,61,103,22,144,211,141,0.75177304964539,0.581560283687943,0.560283687943262,0.99290780141844
quatro pontes,385,5,71,26,273,10,97,258,140,0.764285714285714,0.314285714285714,0.45,0.964285714285714
bela vista do maranhao,303,24,58,38,151,32,96,215,139,0.949640287769784,0.424460431654676,0.546762589928058,0.949640287769784
candiota,289,6,50,21,203,9,71,212,139,0.741007194244604,0.41726618705036,0.453237410071943,1
aparecida do rio doce,299,10,77,33,165,14,110,209,138,0.753623188405797,0.434782608695652,0.5,0.949275362318841
paranatama,359,38,78,57,159,27,135,248,138,0.934782608695652,0.405797101449275,0.543478260869565,1
venturosa,318,35,66,76,116,25,142,204,138,0.702898550724638,0.492753623188406,0.427536231884058,0.992753623188406
cacimbinhas,317,31,60,58,137,31,118,207,137,0.846715328467153,0.525547445255475,0.569343065693431,0.985401459854015
ibiquera,310,13,96,31,153,17,127,197,137,0.664233576642336,0.37956204379562,0.503649635036496,1
massaranduba,230,8,71,18,126,7,89,169,137,0.591240875912409,0.299270072992701,0.452554744525548,0.0218978102189781
passagem franca do piaui,261,15,53,33,144,16,86,192,136,0.897058823529412,0.551470588235294,0.544117647058824,0.985294117647059
santo cristo,347,18,122,51,148,8,173,248,136,0.661764705882353,0.5,0.529411764705882,0.977941176470588
jucati,314,17,78,54,136,29,132,226,135,0.822222222222222,0.444444444444444,0.562962962962963,0.992592592592593
junco do serido,351,24,81,32,184,30,113,213,135,0.748148148148148,0.503703703703704,0.459259259259259,1
vera,276,7,81,25,153,10,106,196,135,0.755555555555556,0.422222222222222,0.607407407407407,0.992592592592593
caicara do rio do vento,297,21,86,33,138,19,119,222,134,0.805970149253731,0.417910447761194,0.432835820895522,1
guaimbe,297,10,88,26,167,6,114,214,134,0.843283582089552,0.380597014925373,0.492537313432836,1
coronel bicaco,312,13,104,34,156,5,138,212,133,0.631578947368421,0.345864661654135,0.413533834586466,1
madalena,326,22,89,43,151,21,132,199,133,0.827067669172932,0.37593984962406,0.466165413533835,0.977443609022556
nova olinda do maranhao,248,25,64,36,109,14,100,177,132,0.977272727272727,0.53030303030303,0.462121212121212,0.992424242424242
riachao do poco,237,13,63,28,118,15,91,174,132,0.757575757575758,0.416666666666667,0.545454545454545,0.136363636363636
vargeao,309,12,103,35,152,7,138,224,132,0.674242424242424,0.393939393939394,0.583333333333333,1
cupira,296,39,67,34,124,32,101,208,131,0.801526717557252,0.511450381679389,0.427480916030534,1
capitao de campos,303,18,55,33,182,15,88,210,130,0.969230769230769,0.607692307692308,0.569230769230769,0.753846153846154
formoso do araguaia,308,17,110,62,113,6,172,202,130,0.861538461538462,0.515384615384615,0.553846153846154,0.984615384615385
geminiano,261,29,73,42,101,16,115,183,130,0.815384615384615,0.507692307692308,0.576923076923077,0.984615384615385
antas,353,23,120,45,148,17,165,190,129,0.697674418604651,0.341085271317829,0.472868217054264,1
buriticupu,243,33,41,47,101,21,88,192,129,0.496124031007752,0.356589147286822,0.333333333333333,0.976744186046512
niquelandia,317,42,108,57,94,16,165,183,129,0.775193798449612,0.434108527131783,0.527131782945737,1
malhada dos bois,271,1,37,14,211,8,51,228,128,0.8671875,0.375,0.484375,0.96875
nova prata,347,3,134,23,168,19,157,228,128,0.6875,0.4921875,0.546875,1
bom jardim de goias,320,22,86,53,153,6,139,192,127,0.834645669291339,0.440944881889764,0.559055118110236,0.976377952755906
ciriaco,279,18,53,36,167,5,89,193,127,0.511811023622047,0.47244094488189,0.496062992125984,0.968503937007874
piedade de caratinga,233,6,77,45,99,5,122,190,127,0.519685039370079,0.511811023622047,0.582677165354331,0.976377952755906
rio azul,248,9,77,39,111,12,116,186,127,0.763779527559055,0.551181102362205,0.566929133858268,1
chapadao do sul,285,18,92,63,103,9,155,172,126,0.825396825396825,0.428571428571429,0.484126984126984,1
farol,283,19,84,42,127,11,126,202,126,0.714285714285714,0.404761904761905,0.571428571428571,0.968253968253968
inhuma,293,28,62,38,148,17,100,197,126,0.944444444444444,0.547619047619048,0.507936507936508,0.992063492063492
mirassol,259,9,55,19,165,11,74,198,126,0.849206349206349,0.436507936507937,0.531746031746032,0.944444444444444
sao jose das missoes,257,14,77,27,134,5,104,160,126,0.277777777777778,0.388888888888889,0.412698412698413,1
tupancireta,248,8,69,10,159,2,79,171,126,0.698412698412698,0.365079365079365,0.436507936507937,1
valenca,282,28,72,29,141,12,101,197,126,0.507936507936508,0.388888888888889,0.373015873015873,0.992063492063492
ze doca,292,54,55,40,113,30,95,219,126,0.968253968253968,0.5,0.579365079365079,0.984126984126984
