municipio;pessoas;mortos;feridos_leves;feridos_graves;ignorados;feridos;veiculos;freq;share_tracado_via_tipo_1;share_tracado_via_tipo_2;share_is_night;share_is_weekend;share_is_single_lane;cluster
santa luzia do itanhy;673;50;502;87;34;239;490;319;0.473354231974922;0.495297805642633;0.376175548589342;0.507836990595611;0.996865203761755;4
canta;859;43;647;86;83;390;489;317;0.763406940063092;0.217665615141956;0.488958990536278;0.583596214511041;0.949526813880126;5
barao de cocais;715;26;592;84;13;282;530;316;0.5;0.496835443037975;0.332278481012658;0.474683544303797;0.984177215189873;4
laje;758;44;576;96;42;310;543;316;0.686708860759494;0.291139240506329;0.363924050632911;0.493670886075949;0.987341772151899;5
carai;811;50;632;100;29;403;480;315;0.577777777777778;0.4;0.46031746031746;0.479365079365079;0.993650793650794;4
buerarema;723;31;571;86;35;256;495;313;0.731629392971246;0.268370607028754;0.424920127795527;0.498402555910543;0.990415335463259;5
tacaimbo;834;53;638;90;53;297;557;313;0.942492012779553;0.0415335463258786;0.472843450479233;0.44408945686901;0.987220447284345;5
california;711;34;566;79;32;238;520;312;0.66025641025641;0.326923076923077;0.480769230769231;0.516025641025641;0.881410256410256;5
rio das ostras;604;23;489;68;23;182;501;308;0.636363636363636;0.363636363636364;0.347402597402597;0.428571428571429;0.974025974025974;5
palmeiras do tocantins;669;19;566;70;14;228;455;307;0.856677524429968;0.100977198697068;0.400651465798046;0.47557003257329;0.98371335504886;5
ivoti;671;5;628;24;14;142;594;305;0.475409836065574;0.521311475409836;0.39016393442623;0.455737704918033;0.727868852459016;4
araripina;765;98;455;139;73;321;530;304;0.911184210526316;0.0822368421052632;0.549342105263158;0.49671052631579;0.980263157894737;5
itagimirim;819;27;701;68;23;270;439;304;0.578947368421053;0.404605263157895;0.381578947368421;0.457236842105263;0.960526315789474;4
santo antonio da barra;701;43;578;66;14;263;440;304;0.848684210526316;0.141447368421053;0.388157894736842;0.480263157894737;0.598684210526316;5
flores de goias;827;61;632;104;30;333;442;303;0.897689768976898;0.0957095709570957;0.389438943894389;0.541254125412541;0.973597359735974;5
timoteo;661;26;552;70;13;285;497;303;0.64026402640264;0.35973597359736;0.495049504950495;0.462046204620462;0.99009900990099;5
ilheus;694;13;587;62;32;278;524;302;0.625827814569536;0.367549668874172;0.377483443708609;0.516556291390729;0.996688741721854;5
terra nova do norte;715;38;567;90;20;286;443;302;0.639072847682119;0.317880794701987;0.420529801324503;0.516556291390729;0.966887417218543;5
sao jose da laje;613;33;418;131;31;276;423;299;0.42809364548495;0.561872909698997;0.334448160535117;0.461538461538462;1;4
jupi;687;49;478;108;52;279;511;298;0.778523489932886;0.204697986577181;0.459731543624161;0.533557046979866;0.993288590604027;5
morro reuter;653;13;574;61;5;216;523;298;0.432885906040268;0.553691275167785;0.228187919463087;0.647651006711409;0.899328859060403;4
dois irmaos do buriti;741;20;585;120;16;257;409;297;0.757575757575758;0.228956228956229;0.484848484848485;0.511784511784512;0.952861952861953;5
ibitiara;757;30;649;54;24;251;430;296;0.489864864864865;0.489864864864865;0.314189189189189;0.5;0.966216216216216;4
sao francisco de goias;684;21;545;100;18;263;503;296;0.898648648648649;0.0878378378378378;0.371621621621622;0.483108108108108;0.986486486486486;5
descanso;773;68;558;129;18;333;448;295;0.406779661016949;0.511864406779661;0.366101694915254;0.511864406779661;0.989830508474576;4
virmond;579;26;481;54;18;234;426;295;0.427118644067797;0.545762711864407;0.413559322033898;0.532203389830509;0.969491525423729;4
cumari;718;18;631;57;12;164;440;294;0.496598639455782;0.479591836734694;0.397959183673469;0.445578231292517;0.982993197278912;4
jussara;688;44;548;77;19;310;441;294;0.80952380952381;0.180272108843537;0.408163265306122;0.465986394557823;0.755102040816326;5
jaguari;652;20;574;50;8;189;399;292;0.321917808219178;0.626712328767123;0.339041095890411;0.462328767123288;0.993150684931507;4
naque;645;20;552;54;19;186;528;290;0.706896551724138;0.286206896551724;0.348275862068966;0.472413793103448;0.996551724137931;5
coronel barros;636;12;582;35;7;136;496;289;0.771626297577855;0.200692041522491;0.273356401384083;0.467128027681661;0.958477508650519;5
garopaba;589;15;500;64;10;250;446;289;0.681660899653979;0.29757785467128;0.335640138408305;0.494809688581315;0.439446366782007;2
sonora;692;30;558;81;23;250;444;289;0.813148788927336;0.166089965397924;0.539792387543253;0.449826989619377;0.937716262975779;5
aguiarnopolis;661;14;543;66;38;195;477;288;0.833333333333333;0.145833333333333;0.416666666666667;0.486111111111111;0.982638888888889;5
santo antonio das missoes;634;10;567;43;14;165;397;288;0.84375;0.152777777777778;0.444444444444444;0.482638888888889;0.996527777777778;5
umbauba;629;46;453;67;63;170;504;287;0.686411149825784;0.289198606271777;0.421602787456446;0.484320557491289;0.989547038327526;5
cassilandia;693;22;539;105;27;286;507;286;0.853146853146853;0.132867132867133;0.437062937062937;0.506993006993007;0.933566433566433;5
urai;612;13;528;53;18;250;405;286;0.527972027972028;0.444055944055944;0.391608391608392;0.486013986013986;0.91958041958042;4
lagoa do piaui;618;29;470;89;30;253;426;285;0.901754385964912;0.0947368421052632;0.571929824561404;0.498245614035088;0.996491228070175;5
lajes;531;25;425;60;21;162;440;285;0.912280701754386;0.0807017543859649;0.403508771929825;0.470175438596491;1;5
maranguape;670;20;538;51;61;212;416;285;0.698245614035088;0.294736842105263;0.305263157894737;0.470175438596491;0.870175438596491;5
riachao do bacamarte;492;26;394;55;17;213;355;285;0.617543859649123;0.354385964912281;0.375438596491228;0.47719298245614;0.298245614035088;2
peabiru;669;20;551;79;19;235;514;284;0.911971830985916;0.0845070422535211;0.545774647887324;0.5;0.897887323943662;5
vitoria do xingu;671;37;538;64;32;237;414;284;0.700704225352113;0.285211267605634;0.387323943661972;0.514084507042254;0.985915492957746;5
engenheiro navarro;721;44;535;103;39;377;446;283;0.886925795053003;0.106007067137809;0.469964664310954;0.512367491166078;0.985865724381626;5
brunopolis;609;36;500;61;12;257;428;282;0.340425531914894;0.648936170212766;0.457446808510638;0.439716312056738;0.99645390070922;4
caetes;697;62;448;124;63;282;486;282;0.868794326241135;0.099290780141844;0.425531914893617;0.578014184397163;0.99645390070922;5
ourinhos;538;11;477;35;15;150;427;282;0.648936170212766;0.322695035460993;0.439716312056738;0.429078014184397;0.75177304964539;5
orizania;593;43;452;81;17;248;434;279;0.6415770609319;0.336917562724014;0.390681003584229;0.516129032258065;1;5
presidente castelo branco;614;8;529;57;20;217;470;278;0.79136690647482;0.190647482014389;0.438848920863309;0.492805755395683;0.733812949640288;5
simolandia;649;26;538;61;24;254;438;276;0.822463768115942;0.159420289855072;0.434782608695652;0.550724637681159;0.942028985507246;5
porto esperidiao;654;35;538;58;23;265;394;274;0.868613138686131;0.127737226277372;0.496350364963504;0.485401459854015;0.996350364963504;5
angicos;643;61;463;86;33;268;425;272;0.897058823529412;0.0992647058823529;0.422794117647059;0.5;0.996323529411765;5
tres barras;570;19;446;91;14;264;425;272;0.672794117647059;0.319852941176471;0.452205882352941;0.522058823529412;0.992647058823529;5
ribeirao vermelho;467;4;450;10;3;93;400;271;0.549815498154982;0.442804428044281;0.549815498154982;0.44649446494465;0;2
ubaitaba;637;60;462;69;46;218;410;271;0.583025830258303;0.402214022140221;0.464944649446495;0.479704797047971;0.955719557195572;4
ubarana;581;35;475;53;18;211;417;270;0.807407407407407;0.181481481481482;0.496296296296296;0.522222222222222;1;5
umirim;611;32;419;101;59;251;455;270;0.659259259259259;0.32962962962963;0.37037037037037;0.492592592592593;0.977777777777778;5
buenopolis;608;24;453;111;20;288;418;269;0.925650557620818;0.0706319702602231;0.401486988847584;0.524163568773234;0.951672862453531;5
guaranta do norte;544;39;385;93;27;251;394;268;0.645522388059702;0.302238805970149;0.5;0.611940298507463;0.925373134328358;5
italva;569;23;468;58;20;262;432;268;0.641791044776119;0.354477611940299;0.462686567164179;0.436567164179104;1;5
sao joao do sul;490;10;441;26;13;169;410;268;0.720149253731343;0.276119402985075;0.421641791044776;0.470149253731343;0.440298507462687;5
vila boa;787;41;601;130;15;396;417;268;0.925373134328358;0.0597014925373134;0.41044776119403;0.529850746268657;0.98134328358209;5
dom pedro de alcantara;546;11;491;29;15;119;390;267;0.651685393258427;0.348314606741573;0.449438202247191;0.460674157303371;0.51685393258427;5
santa rosa;722;41;566;103;12;328;476;266;0.672932330827068;0.323308270676692;0.43984962406015;0.492481203007519;0.996240601503759;5
mae do rio;601;52;433;63;53;185;409;265;0.883018867924528;0.0981132075471698;0.460377358490566;0.524528301886793;0.969811320754717;5
matupa;661;41;448;132;40;330;435;265;0.833962264150943;0.158490566037736;0.573584905660377;0.49433962264151;0.962264150943396;5
teodoro sampaio;514;24;441;30;19;161;411;265;0.60377358490566;0.384905660377359;0.358490566037736;0.471698113207547;0.99622641509434;4
delmiro gouveia;728;29;522;110;67;302;413;264;0.882575757575758;0.102272727272727;0.428030303030303;0.526515151515152;0.977272727272727;5
governador edison lobao;692;62;503;86;41;247;461;264;0.981060606060606;0.00378787878787879;0.46969696969697;0.568181818181818;0.988636363636364;5
ipojuca;514;19;426;33;36;180;393;264;0.443181818181818;0.553030303030303;0.287878787878788;0.439393939393939;0.439393939393939;4
ituiutaba;548;23;428;77;20;220;394;264;0.708333333333333;0.231060606060606;0.424242424242424;0.511363636363636;0.928030303030303;5
chopinzinho;639;33;530;42;34;184;400;261;0.490421455938697;0.501915708812261;0.344827586206897;0.494252873563218;0.988505747126437;4
guia lopes da laguna;598;18;500;64;16;198;391;261;0.808429118773946;0.183908045977012;0.440613026819923;0.505747126436782;0.727969348659004;5
caseiros;532;21;465;33;13;170;389;260;0.534615384615385;0.446153846153846;0.403846153846154;0.507692307692308;0.996153846153846;4
sao vicente do sul;668;32;578;53;5;233;361;260;0.6;0.380769230769231;0.4;0.507692307692308;0.992307692307692;4
darcinopolis;634;33;517;54;30;178;383;259;0.826254826254826;0.142857142857143;0.316602316602317;0.444015444015444;0.984555984555985;5
boa nova;527;28;457;22;20;145;414;258;0.647286821705426;0.317829457364341;0.344961240310078;0.488372093023256;1;5
ibema;602;39;468;72;23;218;431;258;0.581395348837209;0.414728682170543;0.39922480620155;0.527131782945737;0.996124031007752;4
nioaque;536;23;419;73;21;221;315;258;0.693798449612403;0.271317829457364;0.496124031007752;0.5;0.965116279069768;5
elesbao veloso;579;45;398;99;37;233;349;256;0.67578125;0.3125;0.484375;0.484375;0.9921875;5
guaicara;584;18;514;40;12;221;445;256;0.53125;0.46484375;0.4609375;0.5;0.99609375;4
jaci;503;14;438;33;18;143;417;256;0.88671875;0.09765625;0.46875;0.44921875;0.96875;5
bozano;568;16;497;46;9;169;439;254;0.665354330708662;0.318897637795276;0.397637795275591;0.413385826771654;1;5
marilandia do sul;636;24;536;50;26;234;416;254;0.736220472440945;0.224409448818898;0.433070866141732;0.586614173228346;0.97244094488189;5
conceicao da feira;600;20;521;34;25;185;454;252;0.781746031746032;0.186507936507937;0.380952380952381;0.523809523809524;0.849206349206349;5
flor da serra do sul;672;27;534;84;27;271;432;252;0.599206349206349;0.369047619047619;0.345238095238095;0.484126984126984;0.984126984126984;4
guamiranga;536;32;386;97;21;237;398;252;0.682539682539683;0.30952380952381;0.51984126984127;0.428571428571429;0.992063492063492;5
frei inocencio;544;27;432;68;17;204;418;251;0.788844621513944;0.211155378486056;0.50597609561753;0.545816733067729;0.956175298804781;5
severiano de almeida;434;16;373;38;7;132;355;250;0.252;0.74;0.276;0.472;0.964;4
baixo guandu;551;31;360;141;19;290;397;249;0.738955823293173;0.261044176706827;0.401606425702811;0.485943775100402;0.919678714859438;5
fruta de leite;503;17;425;46;15;187;367;249;0.289156626506024;0.674698795180723;0.385542168674699;0.437751004016064;0.995983935742972;4
moema;459;16;387;51;5;183;343;249;0.650602409638554;0.337349397590361;0.421686746987952;0.473895582329317;1;5
claro dos pocoes;594;29;444;116;5;347;341;248;0.645161290322581;0.354838709677419;0.379032258064516;0.435483870967742;1;5
mambore;711;29;605;57;20;312;386;248;0.661290322580645;0.32258064516129;0.42741935483871;0.455645161290323;0.983870967741936;5
santa mariana;643;31;510;82;20;246;396;248;0.737903225806452;0.241935483870968;0.443548387096774;0.44758064516129;0.983870967741936;5
nova xavantina;560;40;412;84;24;242;355;247;0.712550607287449;0.271255060728745;0.481781376518219;0.477732793522267;0.955465587044534;5
sao miguel do oeste;590;1;499;51;39;227;431;247;0.465587044534413;0.263157894736842;0.42914979757085;0.48582995951417;0.417004048582996;4
japaratuba;595;18;496;33;48;194;397;246;0.686991869918699;0.260162601626016;0.333333333333333;0.483739837398374;0.703252032520325;5
barrolandia;686;33;523;100;30;256;394;245;0.869387755102041;0.0897959183673469;0.36734693877551;0.428571428571429;0.975510204081633;5
divino;497;39;363;70;25;207;371;243;0.390946502057613;0.592592592592593;0.444444444444444;0.51440329218107;1;4
douradina;621;24;485;69;43;209;337;243;0.798353909465021;0.197530864197531;0.411522633744856;0.518518518518519;0.954732510288066;5
figueiropolis;601;15;520;54;12;176;416;243;0.938271604938272;0.0576131687242798;0.34156378600823;0.48559670781893;0.983539094650206;5
ventania;421;20;347;41;13;192;294;243;0.267489711934156;0.703703703703704;0.436213991769547;0.432098765432099;1;4
pinheiro machado;473;14;417;34;8;155;328;242;0.702479338842975;0.268595041322314;0.466942148760331;0.483471074380165;0.942148760330578;5
saudades;453;14;369;56;14;171;360;242;0.504132231404959;0.458677685950413;0.392561983471074;0.537190082644628;0.971074380165289;4
getulina;521;13;450;44;14;192;361;240;0.7875;0.2;0.408333333333333;0.491666666666667;1;5
jequia da praia;471;14;371;61;25;173;362;240;0.479166666666667;0.495833333333333;0.354166666666667;0.495833333333333;0.970833333333333;4
sao luis do curu;562;29;429;81;23;229;399;240;0.6875;0.270833333333333;0.4375;0.529166666666667;0.958333333333333;5
cicero dantas;614;48;424;82;60;242;367;239;0.631799163179916;0.359832635983264;0.410041841004184;0.527196652719665;0.99163179916318;5
senador jose bento;412;14;345;44;9;196;332;239;0.163179916317992;0.807531380753138;0.389121338912134;0.456066945606695;0.96234309623431;4
caldas brandao;498;14;381;66;37;158;385;238;0.819327731092437;0.163865546218487;0.432773109243698;0.563025210084034;0.38655462184874;2
estrela do norte;718;50;512;130;26;285;400;238;0.869747899159664;0.117647058823529;0.348739495798319;0.441176470588235;0.983193277310924;5
remigio;528;24;355;119;30;258;366;237;0.831223628691983;0.151898734177215;0.472573839662447;0.50210970464135;1;5
sao miguel do guama;604;57;411;82;54;210;435;237;0.869198312236287;0.126582278481013;0.388185654008439;0.544303797468355;0.970464135021097;5
aragarcas;573;45;435;72;21;248;329;236;0.75;0.25;0.453389830508475;0.542372881355932;0.927966101694915;5
santa rita do araguaia;503;13;430;46;14;160;403;236;0.838983050847458;0.161016949152542;0.440677966101695;0.533898305084746;0.372881355932203;2
florestal;445;12;356;62;15;198;328;235;0.6;0.395744680851064;0.353191489361702;0.48936170212766;0.25531914893617;2
santo antonio do grama;431;19;346;57;9;184;305;235;0.2;0.791489361702128;0.31063829787234;0.468085106382979;1;4
ipameri;610;11;516;63;20;198;332;234;0.884615384615385;0.094017094017094;0.444444444444444;0.52991452991453;0.688034188034188;5
paula freitas;520;25;424;51;20;181;394;234;0.773504273504274;0.192307692307692;0.367521367521368;0.47008547008547;0.974358974358974;5
pedro osorio;559;24;476;50;9;206;318;234;0.803418803418803;0.188034188034188;0.508547008547009;0.487179487179487;0.995726495726496;5
riachuelo;462;30;352;60;20;160;369;234;0.692307692307692;0.303418803418803;0.401709401709402;0.474358974358974;0.987179487179487;5
mato castelhano;530;16;447;48;19;169;379;233;0.785407725321888;0.210300429184549;0.40343347639485;0.472103004291846;0.987124463519313;5
saire;452;15;354;44;39;157;322;233;0.733905579399142;0.253218884120172;0.300429184549356;0.463519313304721;0.1931330472103;2
senador guiomard;561;25;421;84;31;239;320;233;0.721030042918455;0.257510729613734;0.454935622317597;0.536480686695279;0.927038626609442;5
mathias lobato;494;27;396;62;9;196;374;232;0.556034482758621;0.431034482758621;0.392241379310345;0.495689655172414;0.969827586206897;4
santa rita de caldas;407;21;316;59;11;190;301;232;0.387931034482759;0.612068965517241;0.396551724137931;0.512931034482759;0.978448275862069;4
morro redondo;384;12;338;25;9;112;312;231;0.58008658008658;0.415584415584416;0.45021645021645;0.437229437229437;0.939393939393939;4
tanquinho;524;43;371;80;30;226;353;231;0.640692640692641;0.337662337662338;0.437229437229437;0.536796536796537;0.995670995670996;5
divisa alegre;499;36;390;45;28;159;379;230;0.743478260869565;0.247826086956522;0.41304347826087;0.5;0.969565217391304;5
padre carvalho;516;57;364;80;15;213;357;230;0.6;0.378260869565217;0.360869565217391;0.508695652173913;1;4
garibaldi;599;11;520;41;27;204;421;229;0.576419213973799;0.344978165938865;0.423580786026201;0.558951965065502;0.934497816593886;4
porto amazonas;480;13;421;33;13;161;354;229;0.646288209606987;0.331877729257642;0.393013100436681;0.393013100436681;0.873362445414847;5
sao francisco do para;584;38;433;66;47;171;445;229;0.960698689956332;0.0305676855895197;0.406113537117904;0.462882096069869;0.956331877729258;5
teixeira soares;514;26;425;51;12;207;363;229;0.676855895196507;0.301310043668122;0.384279475982533;0.423580786026201;0.995633187772926;5
herval doeste;469;26;381;49;13;171;365;228;0.583333333333333;0.394736842105263;0.416666666666667;0.451754385964912;0.978070175438597;4
inhambupe;501;57;341;73;30;250;346;228;0.824561403508772;0.171052631578947;0.521929824561403;0.570175438596491;1;5
sao mateus do maranhao;529;47;367;80;35;191;385;228;0.894736842105263;0.105263157894737;0.394736842105263;0.434210526315789;0.991228070175439;5
carmopolis;574;17;460;51;46;173;422;226;0.70353982300885;0.265486725663717;0.345132743362832;0.504424778761062;0.995575221238938;5
mara rosa;602;49;454;86;13;227;385;226;0.787610619469027;0.176991150442478;0.371681415929204;0.548672566371681;0.964601769911504;5
passo de torres;397;6;356;25;10;141;308;226;0.805309734513274;0.194690265486726;0.420353982300885;0.464601769911505;0.252212389380531;2
rio manso;434;8;400;18;8;103;332;225;0.542222222222222;0.431111111111111;0.413333333333333;0.426666666666667;0.0666666666666667;2
minas do leao;660;11;582;57;10;184;411;224;0.848214285714286;0.129464285714286;0.4375;0.526785714285714;1;5
panelas;456;68;296;57;35;170;326;224;0.473214285714286;0.513392857142857;0.383928571428571;0.428571428571429;0.995535714285714;4
propria;483;17;418;32;16;138;371;224;0.741071428571429;0.232142857142857;0.446428571428571;0.46875;0.955357142857143;5
bujari;641;27;489;94;31;277;346;223;0.977578475336323;0.0134529147982063;0.426008968609866;0.466367713004484;0.932735426008969;5
iretama;431;18;342;55;16;176;311;223;0.318385650224215;0.677130044843049;0.367713004484305;0.475336322869955;0.977578475336323;4
sao pedro da cipa;488;14;415;48;11;119;435;223;0.878923766816144;0.0986547085201794;0.331838565022422;0.488789237668162;0.946188340807175;5
coronel fabriciano;508;29;412;59;8;227;368;222;0.558558558558559;0.436936936936937;0.540540540540541;0.522522522522523;0.995495495495495;4
iuna;497;35;349;83;30;196;375;222;0.536036036036036;0.45945945945946;0.522522522522523;0.54954954954955;0.995495495495495;4
tres passos;619;21;490;91;17;360;384;222;0.527027027027027;0.463963963963964;0.463963963963964;0.463963963963964;0.968468468468468;4
varjao de minas;629;36;494;70;29;298;361;222;0.716216216216216;0.27027027027027;0.391891891891892;0.545045045045045;0.986486486486486;5
alto alegre do maranhao;524;45;388;76;15;187;376;221;0.877828054298643;0.122171945701357;0.425339366515837;0.493212669683258;0.990950226244344;5
brasilandia do tocantins;529;38;430;48;13;158;363;221;0.855203619909502;0.122171945701357;0.384615384615385;0.524886877828054;0.990950226244344;5
carapebus;477;21;403;38;15;138;372;221;0.841628959276018;0.153846153846154;0.402714932126697;0.475113122171946;0.728506787330317;5
fernandes pinheiro;522;15;423;70;14;216;392;221;0.764705882352941;0.226244343891403;0.402714932126697;0.48868778280543;0.981900452488688;5
oeiras;549;86;316;103;44;252;349;221;0.877828054298643;0.113122171945701;0.502262443438914;0.565610859728507;0.927601809954751;5
euclides da cunha;509;46;389;50;24;186;342;219;0.968036529680365;0.0319634703196347;0.36986301369863;0.538812785388128;0.963470319634703;5
varjao;430;11;359;47;13;141;349;219;0.82648401826484;0.159817351598174;0.374429223744292;0.484018264840183;0.634703196347032;5
pugmil;551;24;419;81;27;216;346;218;0.963302752293578;0.018348623853211;0.440366972477064;0.596330275229358;0.995412844036697;5
dom aquino;447;22;377;41;7;165;289;216;0.800925925925926;0.194444444444444;0.412037037037037;0.518518518518519;0.986111111111111;5
campestre do maranhao;476;27;342;72;35;183;346;215;0.948837209302326;0.0372093023255814;0.474418604651163;0.52093023255814;0.976744186046512;5
ponto novo;555;60;399;60;36;162;311;214;0.97196261682243;0.014018691588785;0.602803738317757;0.537383177570094;0.995327102803738;5
saldanha marinho;397;9;354;28;6;124;282;214;0.542056074766355;0.453271028037383;0.397196261682243;0.52803738317757;0.985981308411215;4
vitoria do mearim;494;44;326;73;51;167;343;214;0.747663551401869;0.252336448598131;0.47196261682243;0.434579439252336;0.901869158878505;5
canudos;534;44;426;47;17;204;307;213;0.929577464788732;0.0704225352112676;0.370892018779343;0.549295774647887;0.990610328638498;5
dom cavati;526;28;388;95;15;253;367;213;0.751173708920188;0.248826291079812;0.511737089201878;0.586854460093897;0.948356807511737;5
brasileira;434;21;360;41;12;147;265;212;0.891509433962264;0.10377358490566;0.580188679245283;0.481132075471698;1;5
cambira;465;15;384;53;13;199;339;212;0.584905660377359;0.400943396226415;0.485849056603774;0.55188679245283;0.589622641509434;4
pedro gomes;588;20;505;50;13;184;319;212;0.877358490566038;0.113207547169811;0.433962264150943;0.466981132075472;0.971698113207547;5
sanharo;546;45;405;66;30;196;384;212;0.971698113207547;0.0188679245283019;0.471698113207547;0.504716981132076;1;5
andradas;365;13;299;43;10;209;258;211;0.350710900473934;0.644549763033175;0.374407582938389;0.559241706161138;0.995260663507109;4
branquinha;506;45;331;100;30;245;327;211;0.412322274881517;0.568720379146919;0.37914691943128;0.57345971563981;1;4
igarape do meio;422;21;325;62;14;146;328;211;0.947867298578199;0.042654028436019;0.421800947867299;0.4739336492891;0.985781990521327;5
nova santa helena;473;12;426;27;8;146;302;211;0.639810426540284;0.327014218009479;0.421800947867299;0.507109004739337;0.985781990521327;5
campestre;452;8;381;50;13;187;321;209;0.607655502392344;0.392344497607656;0.444976076555024;0.545454545454545;1;5
acari;398;24;294;60;20;161;296;207;0.618357487922705;0.376811594202899;0.42512077294686;0.521739130434783;0.980676328502416;5
palmitos;399;8;355;30;6;135;320;207;0.410628019323671;0.570048309178744;0.289855072463768;0.463768115942029;0.966183574879227;4
ipaumirim;470;21;380;32;37;142;287;205;0.64390243902439;0.326829268292683;0.497560975609756;0.439024390243902;0.990243902439024;5
trindade;461;78;265;86;32;162;355;205;0.907317073170732;0.0926829268292683;0.536585365853659;0.55609756097561;0.975609756097561;5
aiuruoca;365;27;292;44;2;177;264;204;0.264705882352941;0.700980392156863;0.416666666666667;0.436274509803922;1;4
araujos;483;14;407;52;10;173;372;204;0.950980392156863;0.0343137254901961;0.387254901960784;0.46078431372549;1;5
mercedes;471;11;403;34;23;140;338;204;0.720588235294118;0.269607843137255;0.279411764705882;0.411764705882353;0.970588235294118;5
esperanca;416;21;301;73;21;153;323;203;0.748768472906404;0.226600985221675;0.492610837438424;0.517241379310345;1;5
hulha negra;428;7;377;34;10;128;284;202;0.787128712871287;0.212871287128713;0.475247524752475;0.47029702970297;0.99009900990099;5
jaguarao;447;18;373;44;12;156;297;202;0.821782178217822;0.163366336633663;0.524752475247525;0.46039603960396;0.97029702970297;5
marau;412;43;321;25;23;108;282;202;0.47029702970297;0.51980198019802;0.267326732673267;0.405940594059406;0.995049504950495;4
nova fatima;718;34;594;52;38;178;316;202;0.945544554455445;0.0445544554455446;0.52970297029703;0.440594059405941;1;5
sao lourenco;399;7;347;34;11;195;296;202;0.326732673267327;0.673267326732673;0.435643564356436;0.52970297029703;0.99009900990099;4
jandaia;390;9;324;45;12;149;283;201;0.885572139303483;0.109452736318408;0.328358208955224;0.477611940298507;0.577114427860697;5
riachao;425;35;304;56;30;169;289;201;0.835820895522388;0.149253731343284;0.398009950248756;0.552238805970149;0.980099502487562;5
tres de maio;448;27;357;53;11;212;322;200;0.64;0.36;0.4;0.48;1;5
ares;381;7;338;21;15;123;278;199;0.693467336683417;0.276381909547739;0.35678391959799;0.452261306532663;0.291457286432161;2
ribamar fiquene;594;44;422;80;48;253;336;199;0.959798994974874;0.0402010050251256;0.447236180904523;0.537688442211055;0.989949748743719;5
morada nova;493;21;370;85;17;174;312;197;0.761421319796954;0.233502538071066;0.421319796954315;0.411167512690355;0.923857868020305;5
nova lacerda;405;41;316;38;10;123;252;197;0.847715736040609;0.142131979695431;0.385786802030457;0.49746192893401;0.989847715736041;5
vila propicio;518;47;347;105;19;270;283;197;0.720812182741117;0.274111675126904;0.426395939086294;0.487309644670051;0.99492385786802;5
flores;487;34;369;63;21;194;287;196;0.770408163265306;0.209183673469388;0.454081632653061;0.489795918367347;0.994897959183674;5
matoes do norte;369;26;280;40;23;123;293;195;0.948717948717949;0.0461538461538462;0.420512820512821;0.446153846153846;0.994871794871795;5
sao mamede;493;31;401;45;16;185;291;195;0.953846153846154;0.041025641025641;0.441025641025641;0.456410256410256;0.98974358974359;5
sena madureira;545;27;409;75;34;220;279;195;0.907692307692308;0.0666666666666667;0.38974358974359;0.446153846153846;0.964102564102564;5
vila nova do sul;535;11;474;41;9;134;284;195;0.707692307692308;0.261538461538462;0.441025641025641;0.461538461538462;0.994871794871795;5
bom jardim de minas;395;31;317;43;4;202;278;194;0.407216494845361;0.582474226804124;0.407216494845361;0.474226804123711;1;4
cabo verde;399;14;312;63;10;212;278;194;0.634020618556701;0.350515463917526;0.5;0.551546391752577;1;5
itaja;437;23;334;40;40;157;327;193;0.813471502590674;0.16580310880829;0.419689119170984;0.512953367875648;0.994818652849741;5
panama;340;4;296;35;5;139;250;193;0.797927461139896;0.191709844559585;0.367875647668394;0.512953367875648;0.0155440414507772;2
canarana;344;15;277;45;7;152;247;191;0.764397905759162;0.219895287958115;0.471204188481675;0.486910994764398;0.984293193717278;5
itaituba;504;18;385;58;43;229;344;191;0.780104712041885;0.209424083769634;0.445026178010471;0.486910994764398;0.947643979057592;5
peixe;372;31;270;61;10;177;241;191;0.706806282722513;0.282722513089005;0.486910994764398;0.513089005235602;0.979057591623037;5
peixoto de azevedo;473;29;356;66;22;190;324;191;0.895287958115183;0.0942408376963351;0.518324607329843;0.486910994764398;0.989528795811518;5
santa juliana;457;31;348;71;7;210;296;191;0.612565445026178;0.382198952879581;0.460732984293194;0.492146596858639;1;5
canapi;446;13;346;67;20;168;254;190;0.863157894736842;0.0947368421052632;0.463157894736842;0.405263157894737;0.984210526315789;5
veranopolis;438;3;383;39;13;163;322;190;0.436842105263158;0.478947368421053;0.421052631578947;0.473684210526316;0.978947368421053;4
cedro de sao joao;434;20;356;31;27;138;324;189;0.91005291005291;0.0423280423280423;0.396825396825397;0.44973544973545;0.962962962962963;5
aguas belas;444;41;324;54;25;151;285;186;0.924731182795699;0.0645161290322581;0.403225806451613;0.370967741935484;0.994623655913978;5
aurora do para;448;23;346;55;24;178;293;186;0.951612903225806;0.0376344086021505;0.446236559139785;0.516129032258065;0.983870967741936;5
barro alto;433;25;321;74;13;192;271;186;0.704301075268817;0.290322580645161;0.435483870967742;0.532258064516129;0.983870967741936;5
santa margarida do sul;468;10;411;39;8;133;274;186;0.774193548387097;0.198924731182796;0.387096774193548;0.451612903225806;1;5
rio bonito do iguacu;405;23;330;40;12;198;285;185;0.654054054054054;0.335135135135135;0.475675675675676;0.524324324324324;0.994594594594595;5
agua branca;420;41;295;59;25;166;269;184;0.940217391304348;0.016304347826087;0.505434782608696;0.467391304347826;0.989130434782609;5
