pessoas;mortos;feridos_leves;feridos_graves;ilesos;feridos;freq;share_tracado_via_tipo_1;share_is_night;share_is_weekend;share_is_single_lane
1838;21;368;77;1282;445;975;0.665641025641026;0.473846153846154;0.48;0.0605128205128205
1893;50;493;252;1042;745;975;0.725128205128205;0.383589743589744;0.485128205128205;0.528205128205128
2296;36;521;136;1562;657;975;0.553846153846154;0.374358974358974;0.49025641025641;0.991794871794872
2160;103;628;244;1131;872;962;0.606029106029106;0.411642411642412;0.467775467775468;0.964656964656965
2079;57;513;268;1101;781;962;0.872141372141372;0.435550935550936;0.48024948024948;0.996881496881497
2016;18;565;146;1234;711;961;0.765868886576483;0.383975026014568;0.491155046826223;0.684703433922997
1680;30;384;132;1069;516;956;0.569037656903766;0.337866108786611;0.423640167364017;0.184100418410042
1981;71;572;166;1108;738;952;0.602941176470588;0.418067226890756;0.493697478991597;0.955882352941176
2311;63;442;148;1565;590;951;0.909568874868559;0.338590956887487;0.453207150368034;0.919032597266036
2293;78;567;237;1351;804;946;0.799154334038055;0.424947145877378;0.489429175475687;0.986257928118393
2110;56;573;248;1152;821;943;0.641569459172853;0.343584305408271;0.497348886532344;0.926829268292683
1918;37;411;108;1281;519;942;0.792993630573248;0.429936305732484;0.479830148619958;0.064755838641189
1725;82;345;239;996;584;941;0.810839532412327;0.529224229543039;0.479277364505845;0.975557917109458
2167;87;429;222;1288;651;941;0.825717321997875;0.420828905419766;0.46971307120085;0.452709883103082
1918;67;353;186;1208;539;939;0.924387646432375;0.488817891373802;0.503727369542066;0.0447284345047923
2370;63;544;261;1430;805;935;0.700534759358289;0.483422459893048;0.570053475935829;0.962566844919786
1698;71;408;123;1051;531;934;0.157387580299786;0.251605995717345;0.448608137044968;0.998929336188437
1828;42;366;152;1204;518;933;0.786709539121115;0.411575562700965;0.521972132904609;0.106109324758842
1822;54;443;151;1136;594;931;0.602577873254565;0.398496240601504;0.472610096670247;0.992481203007519
2076;19;616;254;1100;870;931;0.660580021482277;0.435016111707841;0.482277121374866;0.62406015037594
2053;40;553;178;1248;731;930;0.39247311827957;0.337634408602151;0.487096774193548;0.988172043010753
1856;64;515;188;1059;703;929;0.32508073196986;0.343379978471475;0.473627556512379;0.982777179763186
2012;32;361;139;1425;500;926;0.659827213822894;0.339092872570194;0.443844492440605;0.861771058315335
1990;77;524;206;1118;730;924;0.636363636363636;0.442640692640693;0.510822510822511;0.985930735930736
2039;85;516;190;1190;706;923;0.869989165763814;0.416034669555796;0.541711809317443;0.734561213434453
1950;109;371;283;1058;654;922;0.836225596529284;0.408893709327549;0.497830802603037;0.842733188720174
2078;49;489;175;1308;664;922;0.863340563991323;0.440347071583514;0.484815618221258;0.887201735357918
1823;81;482;221;986;703;915;0.47103825136612;0.382513661202186;0.479781420765027;0.979234972677596
1629;28;288;62;1200;350;911;0.681668496158068;0.529088913282108;0.472008781558727;0.0702524698133919
1786;56;424;187;1050;611;905;0.685082872928177;0.479558011049724;0.514917127071823;0.96353591160221
1677;19;337;99;1184;436;904;0.563053097345133;0.403761061946903;0.440265486725664;0.997787610619469
2203;90;567;245;1228;812;899;0.888765294771969;0.474972191323693;0.49944382647386;0.995550611790879
2171;55;545;227;1277;772;898;0.841870824053452;0.472160356347439;0.522271714922049;0.984409799554566
1730;40;268;56;1280;324;896;0.876116071428571;0.455357142857143;0.405133928571429;0.110491071428571
1823;65;521;236;943;757;896;0.608258928571429;0.456473214285714;0.510044642857143;0.969866071428571
2020;39;551;143;1231;694;892;0.665919282511211;0.346412556053812;0.539237668161435;1
2114;73;518;208;1287;726;891;0.81705948372615;0.430976430976431;0.490460157126824;0.992143658810325
2184;85;571;184;1249;755;888;0.884009009009009;0.447072072072072;0.502252252252252;0.774774774774775
2079;120;599;296;993;895;886;0.876975169300226;0.393905191873589;0.49097065462754;0.969525959367946
1442;16;427;75;902;502;885;0.219209039548023;0.387570621468927;0.493785310734463;0.0508474576271187
1942;16;330;66;1490;396;884;0.757918552036199;0.350678733031674;0.48868778280543;0.665158371040724
1866;28;365;171;1179;536;879;0.926052332195677;0.340159271899886;0.398179749715586;0.13424345847554
1897;94;396;271;1050;667;879;0.724687144482366;0.460750853242321;0.443686006825939;0.971558589306029
1964;51;487;178;1140;665;878;0.578587699316629;0.33371298405467;0.495444191343964;0.976082004555809
1742;53;403;205;1031;608;876;0.678082191780822;0.465753424657534;0.494292237442922;0.987442922374429
1784;62;564;166;946;730;860;0.394186046511628;0.391860465116279;0.452325581395349;0.98953488372093
1548;31;428;140;905;568;857;0.308051341890315;0.372228704784131;0.485414235705951;0.358226371061844
2046;98;426;230;1132;656;857;0.763127187864644;0.336056009334889;0.494749124854142;0.759626604434072
1758;38;522;177;978;699;855;0.497076023391813;0.378947368421053;0.500584795321637;0.952046783625731
1633;86;404;137;950;541;854;0.430913348946136;0.343091334894614;0.488290398126464;0.97423887587822
1631;55;393;175;970;568;853;0.629542790152403;0.368112543962485;0.466588511137163;0.153575615474795
1844;43;468;155;1133;623;852;0.768779342723005;0.419014084507042;0.47887323943662;0.960093896713615
1865;56;457;157;1072;614;846;0.795508274231679;0.371158392434988;0.447990543735225;0.433806146572104
1739;35;229;124;1284;353;845;0.713609467455621;0.390532544378698;0.50887573964497;0.956213017751479
1900;36;430;121;1275;551;844;0.533175355450237;0.389810426540284;0.478672985781991;0.951421800947867
1723;33;372;153;1095;525;844;0.822274881516588;0.37914691943128;0.514218009478673;0.0118483412322275
1772;97;311;322;934;633;843;0.752075919335706;0.500593119810202;0.487544483985765;0.98220640569395
1921;56;407;154;1228;561;837;0.843488649940263;0.485065710872163;0.493428912783752;0.913978494623656
1910;46;495;128;1160;623;837;0.634408602150538;0.415770609318996;0.405017921146953;0.918757467144564
1593;26;471;67;985;538;832;0.706730769230769;0.399038461538462;0.465144230769231;0.424278846153846
1896;81;466;168;1125;634;832;0.581730769230769;0.381009615384615;0.495192307692308;0.965144230769231
1805;46;504;159;1043;663;830;0.778313253012048;0.466265060240964;0.473493975903615;0.0253012048192771
2146;95;408;218;1353;626;830;0.796385542168675;0.409638554216867;0.489156626506024;0.996385542168675
1667;34;411;172;991;583;830;0.446987951807229;0.367469879518072;0.467469879518072;0.990361445783133
1857;63;470;149;1106;619;829;0.650180940892642;0.460796139927624;0.47285886610374;0.586248492159228
1924;96;460;270;965;730;828;0.81280193236715;0.472222222222222;0.515700483091787;0.984299516908213
1836;49;401;99;1249;500;828;0.75;0.386473429951691;0.46256038647343;0.995169082125604
1738;43;452;142;1048;594;826;0.727602905569007;0.347457627118644;0.513317191283293;0.364406779661017
1808;76;494;154;1010;648;822;0.744525547445256;0.371046228710462;0.447688564476886;0.605839416058394
1925;63;312;103;1351;415;821;0.866017052375152;0.336175395858709;0.43727161997564;0.959805115712546
1543;52;370;102;995;472;816;0.287990196078431;0.389705882352941;0.447303921568628;0.904411764705882
1896;57;476;124;1192;600;815;0.590184049079755;0.412269938650307;0.507975460122699;0.974233128834356
1632;42;442;188;937;630;814;0.366093366093366;0.331695331695332;0.501228501228501;0.993857493857494
1828;49;319;103;1256;422;809;0.718170580964153;0.313967861557478;0.4610630407911;0.636588380716935
1760;64;407;142;1057;549;808;0.724009900990099;0.388613861386139;0.469059405940594;0.543316831683168
1722;90;405;118;1055;523;806;0.187344913151365;0.254342431761787;0.451612903225806;0.985111662531017
1699;72;541;262;697;803;800;0.8;0.47375;0.49625;0.995
1752;84;428;252;888;680;799;0.826032540675845;0.421777221526909;0.48811013767209;0.972465581977472
1796;34;342;133;1255;475;799;0.919899874843554;0.355444305381727;0.48936170212766;0.966207759699625
1717;37;447;132;1031;579;799;0.460575719649562;0.451814768460576;0.490613266583229;0.987484355444305
2024;68;442;187;1230;629;799;0.787234042553192;0.431789737171464;0.499374217772215;0.97622027534418
1818;80;401;276;896;677;798;0.862155388471178;0.362155388471178;0.508771929824562;0.0714285714285714
2303;55;478;182;1561;660;798;0.74812030075188;0.452380952380952;0.505012531328321;0.992481203007519
1592;63;422;205;841;627;797;0.855708908406525;0.366373902132999;0.49435382685069;0.691342534504391
1710;49;386;120;1117;506;793;0.747793190416141;0.355611601513241;0.484237074401009;0.844892812105927
1893;88;546;243;922;789;793;0.793190416141236;0.440100882723834;0.522068095838588;0.967213114754098
1629;32;505;150;887;655;793;0.466582597730139;0.403530895334174;0.491803278688525;0.795712484237074
1931;62;549;203;1093;752;793;0.662042875157629;0.368221941992434;0.453972257250946;0.993694829760404
1554;66;412;150;881;562;790;0.473417721518987;0.451898734177215;0.472151898734177;0.99746835443038
1760;75;399;270;897;669;790;0.877215189873418;0.453164556962025;0.522784810126582;0.965822784810127
1571;65;393;140;924;533;788;0.210659898477157;0.267766497461929;0.428934010152284;0.99746192893401
1502;26;391;184;850;575;786;0.778625954198473;0.38676844783715;0.510178117048346;0.486005089058524
1268;13;374;68;795;442;785;0.380891719745223;0.337579617834395;0.540127388535032;0.0267515923566879
1889;56;336;153;1306;489;784;0.808673469387755;0.392857142857143;0.497448979591837;0.984693877551021
1794;46;441;189;1055;630;782;0.868286445012788;0.40153452685422;0.489769820971867;0.746803069053708
1605;32;414;138;970;552;781;0.653008962868118;0.428937259923175;0.486555697823303;0.836107554417414
1688;60;515;177;897;692;781;0.673495518565941;0.371318822023047;0.487836107554417;0.979513444302177
1566;36;310;71;1133;381;780;0.676923076923077;0.341025641025641;0.448717948717949;0.785897435897436
1657;101;330;260;881;590;779;0.771501925545571;0.454428754813864;0.503209242618742;0.985879332477535
1759;83;432;282;838;714;778;0.591259640102828;0.397172236503856;0.497429305912596;0.984575835475578
1838;32;414;139;1224;553;777;0.908622908622909;0.406692406692407;0.478764478764479;0.925353925353925
1384;38;310;114;864;424;775;0.433548387096774;0.387096774193548;0.424516129032258;0.990967741935484
1530;71;334;173;922;507;775;0.64258064516129;0.303225806451613;0.481290322580645;0.981935483870968
1893;43;492;247;983;739;774;0.543927648578811;0.351421188630491;0.465116279069768;0.98062015503876
1670;81;481;241;824;722;773;0.486416558861578;0.415265200517464;0.540750323415265;0.954721862871927
1883;126;593;324;730;917;769;0.642392717815345;0.400520156046814;0.563068920676203;0.936280884265279
1505;53;472;163;789;635;767;0.401564537157758;0.342894393741851;0.514993481095176;0.994784876140808
1550;35;531;207;733;738;764;0.407068062827225;0.407068062827225;0.514397905759162;0.976439790575916
1591;119;438;190;761;628;763;0.27129750982962;0.296199213630406;0.437745740498034;0.998689384010485
1495;39;489;88;840;577;761;0.754270696452037;0.442838370565046;0.511169513797635;0.392904073587385
1672;35;578;172;845;750;761;0.490144546649146;0.42838370565046;0.52299605781866;0.997371879106439
1473;20;517;143;770;660;761;0.299605781865966;0.391590013140605;0.526938239159001;0.969776609724047
1700;106;433;237;821;670;758;0.585751978891821;0.412928759894459;0.473614775725594;0.969656992084433
1618;53;413;204;902;617;752;0.546542553191489;0.418882978723404;0.50531914893617;0.99468085106383
1550;31;341;174;885;515;751;0.81358189081225;0.33288948069241;0.460719041278296;0.0439414114513981
1729;48;470;163;1002;633;751;0.471371504660453;0.378162450066578;0.487350199733688;0.993342210386152
1646;73;324;184;951;508;750;0.76;0.345333333333333;0.457333333333333;0.292
1896;53;354;147;1306;501;749;0.899866488651535;0.41388518024032;0.4913217623498;0.921228304405875
1849;106;506;270;908;776;742;0.733153638814016;0.384097035040431;0.467654986522911;0.964959568733154
1789;72;418;163;1062;581;740;0.772972972972973;0.405405405405405;0.512162162162162;0.97027027027027
1488;46;438;121;825;559;739;0.445196211096076;0.322056833558863;0.512855209742896;0.617050067658999
1715;58;487;130;982;617;728;0.630494505494506;0.409340659340659;0.473901098901099;0.986263736263736
1258;18;238;41;940;279;727;0.225584594222834;0.334250343878955;0.492434662998624;0.0852819807427786
1305;21;377;89;774;466;726;0.495867768595041;0.400826446280992;0.49862258953168;0.068870523415978
1612;79;422;409;583;831;724;0.708563535911602;0.497237569060774;0.545580110497238;0.998618784530387
1717;32;187;49;1346;236;720;0.991666666666667;0.3375;0.454166666666667;0.0875
1487;42;356;99;940;455;720;0.720833333333333;0.413888888888889;0.459722222222222;0.970833333333333
1847;83;418;184;1122;602;717;0.786610878661088;0.430962343096234;0.442119944211994;0.902370990237099
1581;42;390;121;971;511;715;0.66013986013986;0.402797202797203;0.483916083916084;0.962237762237762
1271;30;347;88;754;435;713;0.812061711079944;0.493688639551192;0.482468443197756;0.0462833099579243
1663;88;382;112;1019;494;711;0.872011251758087;0.393811533052039;0.466947960618847;0.838255977496484
1570;32;444;162;888;606;708;0.522598870056497;0.415254237288136;0.546610169491525;0.984463276836158
1368;68;352;168;712;520;706;0.784702549575071;0.533994334277621;0.478753541076487;0.995750708215297
1958;71;462;180;1119;642;704;0.842329545454545;0.522727272727273;0.524147727272727;0.982954545454545
1503;56;354;143;913;497;703;0.627311522048364;0.412517780938834;0.458036984352774;0.97724039829303
1681;75;355;184;1001;539;702;0.819088319088319;0.371794871794872;0.478632478632479;0.984330484330484
1537;38;460;251;686;711;698;0.679083094555874;0.448424068767908;0.510028653295129;1
1557;67;444;230;725;674;697;0.827833572453372;0.519368723098996;0.505021520803443;0.974175035868006
1552;102;398;306;626;704;696;0.854885057471264;0.520114942528736;0.544540229885057;1
1694;59;481;168;888;649;692;0.745664739884393;0.485549132947977;0.484104046242775;0.911849710982659
1327;31;304;81;850;385;692;0.823699421965318;0.432080924855491;0.44364161849711;0.453757225433526
1283;6;369;75;810;444;691;0.316931982633864;0.373371924746744;0.470332850940666;0.0824891461649783
1611;48;398;124;996;522;690;0.646376811594203;0.349275362318841;0.484057971014493;0.972463768115942
1582;90;402;147;919;549;689;0.833091436865022;0.428156748911466;0.502177068214804;0.978229317851959
1285;12;335;101;806;436;689;0.410740203193033;0.383164005805515;0.470246734397678;0.936139332365747
1368;68;256;117;803;373;688;0.815406976744186;0.376453488372093;0.45203488372093;0.373546511627907
1410;40;451;86;779;537;688;0.831395348837209;0.494186046511628;0.510174418604651;0.890988372093023
1370;36;371;118;819;489;688;0.667151162790698;0.377906976744186;0.491279069767442;0.133720930232558
1312;36;352;81;772;433;688;0.765988372093023;0.475290697674419;0.48546511627907;0.061046511627907
1403;72;306;164;802;470;685;0.397080291970803;0.34014598540146;0.451094890510949;0.998540145985401
1631;53;460;167;927;627;685;0.867153284671533;0.483211678832117;0.464233576642336;0.944525547445255
1360;55;293;115;864;408;682;0.36217008797654;0.26099706744868;0.467741935483871;1
1256;38;314;120;704;434;681;0.587371512481645;0.37151248164464;0.518355359765051;0.0910425844346549
1497;36;245;75;1059;320;680;0.825;0.307352941176471;0.439705882352941;0.475
1322;75;296;232;646;528;679;0.746686303387334;0.468335787923417;0.458026509572901;0.997054491899853
1520;24;476;161;804;637;678;0.523598820058997;0.37905604719764;0.535398230088496;1
1333;21;409;106;738;515;677;0.491875923190547;0.379615952732644;0.528803545051699;1
1430;17;371;94;906;465;675;0.340740740740741;0.397037037037037;0.511111111111111;0.992592592592593
1412;27;272;112;944;384;672;0.727678571428571;0.436011904761905;0.489583333333333;0.413690476190476
1555;77;412;166;777;578;671;0.648286140089419;0.390461997019374;0.518628912071535;0.949329359165425
1791;70;383;213;1065;596;670;0.904477611940299;0.328358208955224;0.495522388059702;0.991044776119403
1482;27;443;114;845;557;669;0.606875934230194;0.424514200298954;0.485799701046338;0.630792227204783
1273;48;360;120;705;480;669;0.707025411061285;0.440956651718984;0.47085201793722;0.976083707025411
1489;55;508;188;688;696;664;0.602409638554217;0.411144578313253;0.480421686746988;0.996987951807229
1418;42;356;138;842;494;664;0.760542168674699;0.469879518072289;0.469879518072289;0.953313253012048
1225;8;248;50;892;298;664;0.365963855421687;0.266566265060241;0.522590361445783;0.894578313253012
1409;60;347;177;753;524;661;0.668683812405446;0.449319213313162;0.494704992435704;0.954614220877458
1542;91;582;219;606;801;660;0.7;0.433333333333333;0.46969696969697;0.998484848484848
1499;30;395;115;918;510;657;0.828006088280061;0.427701674277017;0.4779299847793;0.931506849315068
1628;71;436;197;831;633;656;0.928353658536585;0.425304878048781;0.498475609756098;0.995426829268293
1550;19;293;104;1101;397;653;0.650842266462481;0.407350689127106;0.444104134762634;0.966309341500766
1299;56;315;104;779;419;652;0.544478527607362;0.424846625766871;0.478527607361963;0.955521472392638
1722;68;490;146;942;636;649;0.694915254237288;0.4884437596302;0.505392912172573;0.993836671802774
1428;95;315;220;708;535;648;0.862654320987654;0.475308641975309;0.486111111111111;0.95216049382716
1382;36;337;111;878;448;646;0.831269349845201;0.445820433436533;0.470588235294118;0.153250773993808
1579;42;413;148;911;561;645;0.818604651162791;0.334883720930233;0.565891472868217;0.975193798449612
1277;30;306;96;785;402;645;0.606201550387597;0.448062015503876;0.483720930232558;0.882170542635659
1601;81;460;192;826;652;642;0.937694704049844;0.383177570093458;0.531152647975078;0.981308411214953
1431;43;422;136;802;558;637;0.794348508634223;0.405023547880691;0.441130298273155;0.971742543171115
1455;54;308;156;926;464;637;0.901098901098901;0.384615384615385;0.511773940345369;0.822605965463108
1301;31;349;91;787;440;635;0.793700787401575;0.423622047244094;0.428346456692913;0.971653543307087
1463;71;348;127;883;475;634;0.791798107255521;0.410094637223975;0.433753943217666;0.979495268138801
1770;138;355;215;966;570;633;0.873617693522907;0.37914691943128;0.529225908372828;0.872037914691943
1345;48;243;123;896;366;631;0.652931854199683;0.396196513470682;0.465927099841521;0.996830427892234
1552;59;289;169;959;458;629;0.728139904610493;0.338632750397456;0.45945945945946;0.43879173290938
1414;49;428;136;741;564;627;0.751196172248804;0.464114832535885;0.476874003189793;0.92822966507177
1420;36;357;184;790;541;625;0.6688;0.4256;0.5232;0.9888
1457;68;346;112;867;458;625;0.8336;0.4528;0.5072;0.9968
1349;60;292;129;771;421;625;0.6416;0.344;0.4496;0.7984
1216;31;232;55;811;287;624;0.924679487179487;0.463141025641026;0.498397435897436;0.0272435897435897
1648;35;381;107;1040;488;618;0.789644012944984;0.466019417475728;0.530744336569579;0.978964401294498
1147;49;348;149;568;497;617;0.291734197730956;0.429497568881686;0.502431118314425;0.9967585089141
1475;58;339;180;858;519;616;0.827922077922078;0.366883116883117;0.480519480519481;0.962662337662338
1377;63;395;107;740;502;614;0.366449511400651;0.350162866449511;0.469055374592834;0.978827361563518
1348;32;346;124;793;470;614;0.604234527687297;0.423452768729642;0.509771986970684;0.872964169381108
1442;91;340;181;766;521;612;0.869281045751634;0.416666666666667;0.483660130718954;0.870915032679739
1437;29;331;127;896;458;612;0.722222222222222;0.387254901960784;0.468954248366013;0.901960784313725
1240;95;385;143;583;528;612;0.419934640522876;0.433006535947713;0.495098039215686;0.991830065359477
1306;69;409;180;613;589;612;0.61437908496732;0.423202614379085;0.537581699346405;0.97875816993464
1402;57;382;109;809;491;609;0.558292282430213;0.408866995073892;0.548440065681445;1
1625;81;381;210;833;591;608;0.833881578947369;0.427631578947368;0.5;0.990131578947368
1371;106;402;144;680;546;606;0.566006600660066;0.422442244224422;0.493399339933993;0.998349834983498
1461;28;287;91;1024;378;605;0.535537190082645;0.409917355371901;0.509090909090909;0.996694214876033
1508;56;471;150;776;621;604;0.857615894039735;0.447019867549669;0.519867549668874;0.978476821192053
1622;115;381;173;861;554;604;0.875827814569536;0.370860927152318;0.528145695364238;0.996688741721854
1234;30;358;96;719;454;601;0.37603993344426;0.382695507487521;0.5108153078203;0.986688851913478
1190;68;324;193;519;517;592;0.822635135135135;0.547297297297297;0.525337837837838;0.998310810810811
1408;32;343;133;838;476;591;0.609137055837564;0.350253807106599;0.467005076142132;0.94585448392555
1126;37;276;119;681;395;591;0.825719120135364;0.404399323181049;0.49746192893401;0.0795262267343486
1007;23;222;60;659;282;588;0.792517006802721;0.508503401360544;0.448979591836735;0.0680272108843538
1141;50;330;142;572;472;587;0.448040885860307;0.407155025553663;0.480408858603066;0.914821124361158
1376;62;363;204;683;567;584;0.73458904109589;0.467465753424658;0.522260273972603;0.960616438356164
1220;36;213;99;833;312;578;0.858131487889273;0.453287197231834;0.449826989619377;0.951557093425606
1265;42;260;95;829;355;575;0.627826086956522;0.328695652173913;0.533913043478261;0.987826086956522
1125;32;303;117;647;420;575;0.613913043478261;0.373913043478261;0.427826086956522;0.986086956521739
1346;28;434;150;657;584;571;0.537653239929948;0.423817863397548;0.48861646234676;0.87215411558669
1445;69;445;112;786;557;569;0.750439367311072;0.369068541300527;0.441124780316344;0.998242530755712
1282;42;283;89;845;372;568;0.688380281690141;0.341549295774648;0.445422535211268;0.695422535211268
1157;64;348;139;554;487;568;0.644366197183099;0.471830985915493;0.514084507042254;0.973591549295775
1353;88;306;173;694;479;568;0.915492957746479;0.443661971830986;0.542253521126761;0.98943661971831
1293;93;401;236;530;637;567;0.767195767195767;0.432098765432099;0.490299823633157;0.985890652557319
1388;43;301;81;942;382;567;0.631393298059965;0.435626102292769;0.53968253968254;0.957671957671958
1108;36;316;112;614;428;562;0.793594306049822;0.443060498220641;0.480427046263345;0.402135231316726
1178;43;267;131;679;398;561;0.556149732620321;0.399286987522282;0.442067736185383;1
1345;83;197;73;945;270;561;0.600713012477718;0.345811051693405;0.513368983957219;0.942959001782531
1294;29;297;164;779;461;560;0.825;0.496428571428571;0.469642857142857;0.917857142857143
1615;135;486;128;821;614;560;0.957142857142857;0.421428571428571;0.5125;0.975
1195;80;266;134;651;400;559;0.645796064400716;0.370304114490161;0.463327370304114;0.788908765652952
1047;14;320;101;582;421;558;0.256272401433692;0.401433691756272;0.503584229390681;0.969534050179212
1297;28;280;99;857;379;557;0.615798922800718;0.359066427289048;0.490125673249551;0.99640933572711
1285;46;317;107;788;424;556;0.780575539568345;0.383093525179856;0.453237410071943;0.992805755395683
1372;79;409;131;714;540;555;0.657657657657658;0.455855855855856;0.502702702702703;0.989189189189189
1188;88;231;157;650;388;553;0.759493670886076;0.426763110307414;0.452079566003617;0.998191681735985
1244;32;323;92;771;415;552;0.425724637681159;0.358695652173913;0.494565217391304;0.992753623188406
1413;46;239;93;961;332;551;0.891107078039928;0.388384754990926;0.455535390199637;0.912885662431942
1147;76;290;170;513;460;551;0.932849364791289;0.509981851179673;0.551724137931035;0.97459165154265
1221;63;323;116;657;439;548;0.885036496350365;0.397810218978102;0.463503649635037;0.95985401459854
1189;30;243;88;796;331;548;0.447080291970803;0.352189781021898;0.461678832116788;0.93978102189781
1477;111;338;250;704;588;547;0.829981718464351;0.46800731261426;0.510054844606947;0.990859232175503
1226;41;362;119;656;481;546;0.851648351648352;0.415750915750916;0.510989010989011;0.877289377289377
984;50;207;158;513;365;544;0.332720588235294;0.292279411764706;0.433823529411765;0.902573529411765
1233;67;374;131;613;505;541;0.641404805914972;0.44177449168207;0.502772643253235;0.99630314232902
1011;35;271;108;545;379;540;0.5;0.4;0.477777777777778;0.985185185185185
1278;98;252;164;673;416;539;0.87012987012987;0.454545454545455;0.530612244897959;0.922077922077922
1135;44;309;190;531;499;537;0.674115456238361;0.389199255121043;0.512104283054004;0.865921787709497
1190;59;324;124;637;448;536;0.686567164179104;0.337686567164179;0.419776119402985;0.983208955223881
1542;88;482;179;752;661;536;0.701492537313433;0.391791044776119;0.5;0.942164179104478
1559;60;416;154;788;570;536;0.791044776119403;0.291044776119403;0.565298507462687;0.912313432835821
1219;68;353;127;614;480;535;0.68785046728972;0.407476635514019;0.42803738317757;0.983177570093458
1080;38;294;91;644;385;534;0.49812734082397;0.294007490636704;0.441947565543071;0.99438202247191
1123;53;407;164;484;571;533;0.786116322701689;0.420262664165103;0.49343339587242;1
1212;55;333;139;652;472;532;0.62218045112782;0.392857142857143;0.49812030075188;0.996240601503759
1126;25;293;68;697;361;531;0.717514124293785;0.446327683615819;0.429378531073446;0.903954802259887
1011;13;151;43;765;194;530;0.60188679245283;0.49622641509434;0.469811320754717;0.0547169811320755
1188;27;313;140;658;453;530;0.737735849056604;0.464150943396226;0.511320754716981;0.805660377358491
1266;35;214;94;848;308;530;0.852830188679245;0.337735849056604;0.437735849056604;0.99622641509434
1071;32;276;139;587;415;528;0.539772727272727;0.426136363636364;0.488636363636364;0.981060606060606
1130;85;351;151;509;502;527;0.430740037950664;0.442125237191651;0.510436432637571;0.971537001897533
1088;30;246;107;624;353;527;0.764705882352941;0.371916508538899;0.514231499051233;0.407969639468691
965;49;189;155;524;344;526;0.395437262357414;0.338403041825095;0.376425855513308;0.880228136882129
1099;71;357;178;467;535;523;0.554493307839388;0.48565965583174;0.533460803059274;0.996175908221797
1083;47;347;164;490;511;523;0.489483747609943;0.460803059273423;0.552581261950287;0.973231357552581
995;26;265;129;540;394;520;0.813461538461539;0.357692307692308;0.5;0.0942307692307692
1049;48;385;88;503;473;520;0.271153846153846;0.357692307692308;0.498076923076923;1
1092;34;217;108;711;325;518;0.818532818532819;0.467181467181467;0.447876447876448;0.959459459459459
1270;81;256;131;769;387;517;0.765957446808511;0.340425531914894;0.423597678916828;0.998065764023211
1032;49;350;139;469;489;517;0.350096711798839;0.444874274661509;0.499032882011605;0.959381044487427
1318;64;286;179;741;465;515;0.667961165048544;0.4;0.485436893203884;0.998058252427185
1160;57;226;187;645;413;515;0.798058252427184;0.489320388349515;0.431067961165049;0.988349514563107
1145;25;291;80;726;371;515;0.547572815533981;0.392233009708738;0.522330097087379;0.990291262135922
1113;40;295;85;667;380;515;0.712621359223301;0.349514563106796;0.483495145631068;1
1085;30;356;85;579;441;513;0.541910331384016;0.374269005847953;0.454191033138402;0.927875243664717
1094;67;195;87;711;282;512;0.6328125;0.4453125;0.5078125;0.974609375
908;19;262;73;545;335;509;0.343811394891945;0.31237721021611;0.585461689587426;0.972495088408644
1146;63;227;210;566;437;507;0.428007889546351;0.351084812623274;0.479289940828402;0.930966469428008
1103;34;335;69;648;404;506;0.543478260869565;0.349802371541502;0.49604743083004;0.988142292490119
1151;60;286;111;664;397;504;0.777777777777778;0.410714285714286;0.507936507936508;0.926587301587302
1168;57;259;94;694;353;502;0.856573705179283;0.402390438247012;0.5199203187251;0.970119521912351
1169;12;324;61;701;385;501;0.347305389221557;0.405189620758483;0.43313373253493;0.846307385229541
1321;74;431;177;610;608;501;0.802395209580838;0.365269461077844;0.485029940119761;0.984031936127744
1053;14;255;75;672;330;501;0.784431137724551;0.359281437125749;0.419161676646707;0.874251497005988
1180;41;206;59;830;265;497;0.720321931589537;0.404426559356137;0.571428571428571;1
1127;25;336;117;617;453;497;0.869215291750503;0.466800804828974;0.498993963782696;0.975855130784708
1070;24;315;179;499;494;493;0.184584178498986;0.403651115618661;0.525354969574036;0.955375253549696
1188;41;331;157;574;488;490;0.842857142857143;0.442857142857143;0.502040816326531;0.989795918367347
1263;49;261;154;710;415;489;0.832310838445808;0.517382413087935;0.460122699386503;0.991820040899795
1110;53;338;123;555;461;489;0.742331288343558;0.505112474437628;0.517382413087935;0.983640081799591
945;22;243;41;600;284;487;0.751540041067762;0.427104722792608;0.435318275154004;0.915811088295688
870;23;254;69;502;323;486;0.294238683127572;0.395061728395062;0.495884773662552;0.989711934156379
1156;52;269;161;626;430;484;0.795454545454545;0.419421487603306;0.477272727272727;0.985537190082645
983;28;280;143;511;423;484;0.435950413223141;0.394628099173554;0.512396694214876;0.836776859504132
1055;59;233;182;489;415;481;0.621621621621622;0.405405405405405;0.528066528066528;0.979209979209979
1097;34;240;134;652;374;480;0.689583333333333;0.427083333333333;0.516666666666667;0.985416666666667
1190;47;243;79;797;322;479;0.747390396659708;0.409185803757829;0.459290187891441;0.92901878914405
1182;62;281;138;608;419;478;0.426778242677824;0.332635983263598;0.47907949790795;0.985355648535565
1036;40;232;83;659;315;478;0.792887029288703;0.397489539748954;0.443514644351464;0.989539748953975
871;23;230;71;532;301;477;0.266247379454927;0.364779874213836;0.488469601677149;0.989517819706499
916;35;225;102;535;327;476;0.548319327731092;0.397058823529412;0.439075630252101;0.941176470588235
