municipio;mortos;feridos_leves;feridos_graves;freq;share_tracado_via_tipo_1;share_is_night;share_is_weekend;share_is_single_lane;cluster
moreno;0.270719621140586;0.195948272497656;0.253258287231875;0.283026263403055;-0.0541605542303221;-0.448686334079445;-0.109857839609239;-2.33947868218586;2
manaus;0.692284047523622;0.587601135707684;0.559994945824931;0.282463643775857;0.72180684832678;-0.723709611143328;0.678214204522642;0.315997731265461;5
sao jose de mipibu;0.323415174438466;0.177062934138122;0.380733262231587;0.278525306385469;0.0819357811736663;-0.119412839225132;0.15931250412305;-1.72290573626279;2
rio novo do sul;0.727414416388876;0.204664582509749;0.444470749731442;0.274024349367882;-1.09512452572523;-0.394563051710951;-0.162660003652326;0.524305158007783;4
bom jesus do amparo;0.622023309793117;0.271489625935792;0.898600348167914;0.270086011977493;-0.935596908198316;-0.533795000022656;0.00644963297615554;0.511400917766481;4
itaperuna;1.28950031823292;0.274976149940629;0.324962960669213;0.268960772723097;-0.543141402835893;0.0941844500971898;-0.0105550942348912;0.534114472672342;4
areal;-0.0454536986466905;0.200306427503703;-0.113232265892295;0.268398153095898;-1.90334867901232;-0.194216019555088;0.0505648599459095;-2.3216099552561;2
bocaiuva;1.48271734699182;0.235462211219143;0.92250190598036;0.266710294214303;-0.0715797468047304;-0.0482980909596755;0.10335514634764;0.411971350280748;2
mimoso do sul;1.46515216255919;0.166603362123611;0.55601135285619;0.256583140924733;-1.23955283937161;-0.0137108988439413;-0.136876909396663;0.541215768152004;4
xaxim;0.411241096601598;0.175029128468634;0.27317625207558;0.256583140924733;-1.20906604644638;-0.0179273586601689;0.0348507450592476;0.546375076704571;4
fundao;0.674718863090996;0.243306890230026;0.635683212231009;0.255457901670336;-0.463267836246867;-0.394600069215376;0.0519602720068808;0.254359057033148;4
sooretama;0.780109969686755;0.259867879253002;0.854780825511763;0.250956944652749;0.901727214115817;-0.191969204946198;0.0776765666297008;0.210667283876619;5
jaragua;1.23680476493504;0.322915855007139;1.17745185597978;0.247581226889559;0.659668923573562;-0.216603594371891;0.103712397226834;0.342189461405524;2
sao miguel dos campos;0.551762572062611;0.251732656575049;0.448454342700183;0.247018607262361;-0.385111564727072;-0.244962934398811;-0.307697551593127;0.457104505481589;4
alfredo wagner;0.534197387629984;0.142488237756822;0.47633949348137;0.243642889499171;-1.99176065374917;-0.136792204620259;0.154105663466904;0.548559513339861;4
careacu;0.218024067842707;0.148880198432356;0.0341606739511213;0.242517650244774;-0.309661864466452;0.111854500821012;0.0621746343660262;-2.55893700811753;2
pato branco;-0.133279620809823;0.281658654283234;0.23334032238817;0.240829791363179;-0.688014920390285;-0.0422248846245955;-0.260833835894814;0.321427498291279;4
ponte alta;0.358545543303719;0.129123229071613;0.245291101294393;0.239704552108782;-1.05590012643456;-0.030110596822641;-0.0413695819750124;0.511413631563165;4
guaira;-0.185975174107703;0.527168052957176;-0.125183044798518;0.234640975463997;0.609456143979969;-0.9201750372605;0.270258926569413;0.502978107930111;5
sao sebastiao da bela vista;0.112632961246948;0.217157960193748;0.205455171606983;0.234078355836799;0.17117086088303;0.301327024452417;-0.12681111613717;-2.5559032118784;2
patrocinio;0.920631445147767;0.267422014596816;0.157652055982092;0.232953116582402;-0.153394210658863;-0.249104934675854;-0.0160355586405692;0.468081914684739;5
venda nova do imigrante;0.0599374079490685;0.193333379494028;0.75917459426198;0.231827877328005;-0.138227492384314;-0.307176502053484;0.233167079573719;0.288628263845265;5
estrela;0.165328514544827;0.213090348854772;0.133750498169646;0.229577398819212;0.079121933981382;-0.156210030592417;-0.248937965544171;-1.06017043135886;2
cacapava do sul;0.20045888341008;0.0974539693610097;0.105865347388459;0.228452159564815;-0.964744668655697;0.00538169092017545;-0.0436188462805055;0.488906356140726;4
alhandra;0.0599374079490685;0.100649949698777;0.368782483325364;0.227889539937617;0.164459706310377;-0.23040026853015;-0.054932952542157;-2.0791521821455;2
jacupiranga;0.218024067842707;0.117501482388823;0.0580622317635672;0.227889539937617;0.535603272356596;0.53956195878125;0.0749827512636188;-2.15721476372351;2
rosario oeste;0.551762572062611;0.146846392762868;0.0859473825447541;0.227889539937617;0.878469233370722;-0.0148108448829587;-0.184848656347938;0.216964441511157;5
paraopeba;0.411241096601598;0.171252060796727;0.496257458325075;0.227326920310418;0.421775054660216;0.0354187728714391;0.238623483158088;-1.61802529534485;2
parati;0.305849990005839;0.231975687214306;0.348864518481659;0.22676430068322;-0.711980030440608;-0.0332628858653945;0.223043576632187;0.453646308598973;4
uruacu;1.23680476493504;0.317976612666953;0.687469920824642;0.225639061428823;0.57212649639238;-0.0959264549184684;0.0974050037920889;0.480458179453157;5
frederico westphalen;0.288284805573213;0.241854171894677;0.14968487004461;0.223951202547228;-0.211955595922677;0.00221473497310485;0.162770174113865;0.534388312666056;5
santana do livramento;-0.027888514214064;0.298510186973279;0.344880925512918;0.22001286515684;0.101097376484368;0.0684282122266535;-0.0566916519331785;0.547797336482438;5
nova santa rita;0.00724185465118896;0.22732698854119;0.0182263020761574;0.219450245529641;-0.0180627106260454;-0.134699263933456;-0.217913676907403;-1.98803500411278;2
professor jamil;0.0599374079490685;0.158468139445658;0.165619241919574;0.21663714739365;-0.602579527151218;-0.287257843487101;-0.175955004225695;-2.2346376603013;2
mundo novo;-0.0805840675119435;0.310131933656069;-0.161035381517187;0.216074527766451;0.493536652891536;-0.809831217895691;0.236630739044948;0.413361653083635;5
cruz alta;0.218024067842707;0.302577798312256;0.0500950458260853;0.214949288512055;-0.556972692070892;-0.0356658217827047;-0.00986564287712076;0.457020338929331;4
juazeiro;0.780109969686755;0.278172130278397;0.452437935668924;0.214949288512055;0.369613730818213;-0.156835877440737;-0.124101865189094;0.45152904008729;5
bezerros;1.11384847390666;0.148299111098217;0.524142609106262;0.211573570748865;0.201830514097;-0.151084928800664;-0.111448006717613;-2.05521528069888;2
sangao;0.112632961246948;0.127089423402125;0.289110623950544;0.210448331494468;0.138249684483348;0.100908872202485;-0.0841932108514554;-1.47642174521845;2
tres marias;0.885501076282514;0.228198619542399;0.480323086450111;0.209885711867269;-0.258824566385179;0.1164191765011;0.037699076225398;0.533616979350432;5
itapecuru mirim;1.41245660926131;0.143650412425101;0.51617542316878;0.208760472612873;0.81600527001625;-0.495897691559568;-0.262276543639286;0.414350680982472;5
nova vicosa;1.14897884277191;0.211347086852353;0.739256629418275;0.207635233358476;0.366683753114754;0.369375057124483;0.014404279604573;0.547375628627038;5
santa cruz do sul;-0.0454536986466905;0.257543529916444;0.567962131762413;0.205947374476881;0.18149733738461;0.0255088702403504;-0.168837333975961;0.360762809491888;5
jangada;0.95576181401302;0.174157497467425;0.0580622317635672;0.203696895968088;0.650994043598728;-0.167876610142453;-0.0767494346307508;0.460616410737391;5
rio largo;1.13141365833928;0.130866491074031;1.22127137863593;0.200321178204897;0.758386899279257;0.0904551653705179;-0.0776430912182341;-1.29569086211369;2
santa cecilia;0.534197387629984;0.13202866574231;0.3528481114504;0.200321178204897;-0.613844264130876;0.0583140375186904;0.0111847186578086;0.521836230154718;4
glorinha;-0.168409989675076;0.12069746272659;-0.137133823704741;0.195820221187311;1.20802305572559;-0.000109415565780054;0.0859535712642759;-2.51717241301885;2
aracaju;-0.168409989675076;0.260739510254211;-0.125183044798518;0.192444503424121;0.725865698646852;-0.700059390227304;-0.534240777943773;-2.43714150662911;2
belford roxo;-0.467018125029727;0.261611141255421;-0.412001738547868;0.192444503424121;1.18530990770376;0.169397415553812;-0.27386452348494;-2.28353355253423;2
rio verde de mato grosso;0.65715367865837;0.217448503860818;0.508208237231298;0.188506166033732;0.121008205105691;-0.0453859541814503;0.0501668901246188;0.477987342622211;5
santa maria do para;1.50028253142444;0.182002176478308;0.647633991137232;0.188506166033732;0.613440392554296;-0.251262345716203;0.112100943563024;0.403558586784961;2
chorozinho;0.516632203197358;0.282820828951513;0.611781654418563;0.186818307152137;0.442049386799284;-0.325943581380993;-0.0144350917695983;0.348567186799052;5
nova uniao;0.463936649899478;0.219191765863236;0.603814468481081;0.183442589388947;-1.13907585070377;-0.556732339820306;0.167515852155608;0.477233739694314;4
bataguassu;0.744979600821502;0.175319672135704;0.229356729419429;0.18231735013455;0.751171457146234;0.353538117677287;-0.0344536297747457;0.121412469498134;5
corrego danta;0.639588494225743;0.107622997708451;0.412602005981514;0.18231735013455;-1.85349505636274;-0.553881102553816;-0.149945195189052;0.563809003956387;4
iconha;0.042372223516442;0.187231962485564;0.197487985669502;0.181192110880153;-0.474610924570304;-0.532080147664088;-0.184133524033406;0.29439728698343;4
ibia;0.60445812536049;0.160501945115146;0.241307508325652;0.176691153862567;-0.418488217667416;-0.181730197768649;-0.186165285636297;0.540409924209874;4
rio brilhante;0.534197387629984;0.218901222196167;0.575929317699895;0.176691153862567;0.298092297743233;0.404957841282111;0.0518092477197075;0.441190984873581;5
penha;-0.027888514214064;0.122731268396078;0.145701277075869;0.17556591460817;-0.175902508424864;0.0751158546179521;0.348539927198717;-2.45926610907076;2
prudentopolis;1.39489142482868;0.148299111098217;0.536093388012485;0.173878055726575;0.131918799405409;0.335186469682249;0.0687059671877112;0.443526631979043;5
mandaguari;-0.344061834001341;0.152366722437193;0.125783312232164;0.168251859454591;0.171827254762977;0.072760116806223;-0.0250728715717699;-0.69103938565942;2
sobral;1.02602255174353;0.124183986731427;1.03404250910511;0.167689239827393;0.357498793101344;0.0602867843099179;-0.0424347542139446;0.323745588796831;2
ponte serrada;0.815240338552008;0.161083032449286;0.496257458325075;0.166001380945798;-0.639679698971375;-0.234593101408883;0.0189824958975075;0.530977234387518;4
campo verde;0.288284805573213;0.157887052111518;0.356831704419141;0.1654387613186;0.447784933282706;-0.364034390694022;-0.0676764859273522;0.355524383213329;5
rolandia;-0.0805840675119435;0.157887052111518;0.583896503637377;0.162063043555409;0.246832289434761;0.0564356599169648;-0.0237903460362076;-0.255662889194893;5
sao mateus do sul;0.393675912168972;0.176481846803983;0.245291101294393;0.160937804301013;0.406187620294397;0.418000180404803;0.0856765911764403;0.380861129751976;5
aracruz;0.867935891849887;0.124474530398497;0.524142609106262;0.160375184673814;-0.295504542208439;-0.0403070299924605;0.103138173465758;0.449649065507466;5
santo estevao;1.09628328947403;0.15585324644203;0.492273865356334;0.159812565046616;1.00756980586931;0.123556511599227;0.0257256729260887;0.080360041265147;5
itabela;1.65836919131808;0.173285866466215;0.448454342700183;0.156436847283426;-1.37221928923083;-0.208990228994421;0.0655433693427428;0.442809109516901;4
dois irmaos;-0.256235911838209;0.122731268396078;0.141717684107128;0.153623749147434;-1.05828186344189;-0.155223553079684;0.441491438070959;-0.137129228240396;4
irati;0.411241096601598;0.125927248733846;0.452437935668924;0.151373270638641;0.224201941531871;0.170845620981168;0.0881285460523312;0.332094614115472;5
sao cristovao;0.516632203197358;0.163116838118774;0.117816126294682;0.151373270638641;0.488087624556767;-0.232275586367159;-0.134835883995341;-0.681836384707564;2
camaqua;0.25315443670796;0.0881565720147776;0.217405950513206;0.150810651011442;0.355268714686319;0.222866684358536;-0.122372884527074;0.517779758452783;5
para de minas;0.20045888341008;0.103264842702405;0.309028588794249;0.146309693993856;0.138468653727985;-0.0551536128353575;0.141779608500134;-1.51595312274974;2
paranaiba;0.692284047523622;0.0980350566951492;0.548044166918708;0.145747074366657;0.250414539327843;0.117709625710582;-0.137031581334708;-0.11294386459107;2
capao do leao;0.182893698977454;0.113433871049846;0.153668463013351;0.145184454739459;0.0958637762672476;0.160125602351471;-0.0885973363676119;0.538817142245984;5
jaguaquara;1.50028253142444;0.255219180579886;0.213422357544465;0.143496595857864;0.039750077959532;-0.15608133381186;0.0213164907674543;0.384401535034383;5
alto garcas;0.0950677768143215;0.114596045718125;-0.105265079954813;0.142371356603467;0.471871339076013;-0.597069058217974;-0.200131050091579;0.541758986241525;5
porangatu;1.3421958715308;0.162245207117565;0.524142609106262;0.140120878094674;0.839754355979808;-0.210503899470419;0.0984127729142784;0.529230648726787;5
joacaba;0.112632961246948;0.161664119783425;0.0899309755134951;0.138995638840277;-1.17086661220203;-0.333871054545194;-0.253622106210398;0.491821107206589;4
anchieta;0.938196629580393;0.0689806899881738;0.217405950513206;0.135057301449888;-0.887502968687458;-0.290792543910424;-0.138716848551551;0.434897159765121;4
lavrinhas;-0.344061834001341;0.0657847096504065;-0.252658019798229;0.13449468182269;-0.601422517766383;0.356776486915325;-0.12068045062611;-2.49383842903594;2
presidente medici;1.11384847390666;0.134643558745938;0.544060573949967;0.133369442568293;0.644915208226924;-0.126158218241522;-0.074042529561044;0.472196540455462;5
ponta pora;0.463936649899478;0.218029591194958;0.548044166918708;0.132806822941095;0.731022224363119;-0.340074967806883;0.29478552242643;0.239375662812523;5
pouso alto;-0.115714436377197;0.116339307720544;-0.0614455572986622;0.132806822941095;-1.54856394942423;-0.422321132190381;0.111597954774756;0.566447048025626;4
santa isabel do para;0.235589252275333;0.0683996026540343;0.261225473169357;0.132806822941095;0.285016233839507;-0.340074967806883;0.00691934468808123;-2.45896326519557;2
ouro preto do oeste;0.780109969686755;0.162245207117565;0.504224644262557;0.132244203313897;0.457660127977882;-0.271415205578214;0.0251728730072866;0.55699975448656;5
tiangua;1.28950031823292;0.0701428646564528;0.938436277855324;0.129993724805103;-0.728418410237876;0.113086784638694;0.209015075693255;0.490575527899529;4
porto real;-0.027888514214064;0.0989066876963584;-0.276559577610675;0.129431105177905;0.744437493988271;-0.0863624449359972;-0.204200000384517;-2.15446091479147;2
santa terezinha de itaipu;0.0950677768143215;0.164860100121193;0.197487985669502;0.12774324629631;0.963724791557305;0.443624554710907;0.056333960926987;-2.5244375959328;2
marilia;-0.308931465136088;0.0887376593489171;-0.248674426829488;0.127180626669112;0.354423194843378;0.119094859633425;-0.120801196874408;0.134403769736758;5
montenegro;0.0248070390838155;0.0599738363090115;0.0580622317635672;0.12436752853312;-0.555714996265686;-0.125317051593429;-0.167033431527735;-1.45452632890942;2
nobres;0.218024067842707;0.122440724729009;-0.169002567454669;0.123242289278723;0.0875235628321055;-0.466397201667172;-0.258064958555638;-0.207785674833131;5
balsas;0.973326998445646;0.0861227663452893;0.492273865356334;0.119303951888335;0.607974464316922;0.0983264619872919;-0.064838910675414;0.38594163912191;5
tres cachoeiras;0.112632961246948;0.0893187466830566;-0.0375439994862163;0.117053473379541;0.091259533038263;-0.0300928820643707;-0.135469305671616;-1.21297028442887;2
cachoeira paulista;-0.326496649568715;0.0643319913150578;-0.21680568307956;0.116490853752343;-0.122568860767298;0.331986911196799;-0.0144350917695983;-2.39683582978541;2
guapo;0.182893698977454;0.0309194696020361;0.480323086450111;0.116490853752343;0.124077111124162;-0.133821621855165;0.0125129401604058;-0.920098848880057;2
ijui;-0.063018883079317;0.190137399156261;0.0182263020761574;0.116490853752343;-0.586093187252978;-0.181461130917302;0.03946097209041;0.543684298859464;4
candoi;1.11384847390666;0.0960012510256609;0.448454342700183;0.109176798598764;-0.369732030642691;0.0109567059853104;-0.07867337328923;0.457996442985452;5
queimadas;0.305849990005839;0.0538724193005466;0.544060573949967;0.109176798598764;0.733623668405787;0.134347326303898;-0.0131241064324642;0.559745301467105;5
capivari de baixo;-0.379192202866594;0.107622997708451;0.0580622317635672;0.108614178971566;0.292996280900846;-0.131833199751869;0.0441831870508844;-0.425955944022504;5
caapora;-0.168409989675076;0.00709488890231627;0.00229193020119349;0.105801080835574;-0.523106118973092;-0.369798869265562;-0.310598472811217;-2.00660838068193;2
laranjeiras do sul;0.551762572062611;0.0730483013271504;0.137734091138387;0.103550602326781;-0.382535216029169;0.0441148357786285;0.0575433279694964;0.430290634271754;5
lucas do rio verde;0.411241096601598;0.16805608045896;0.0660294177010492;0.102987982699582;0.888805723853666;-0.36605796676794;-0.155227932408316;0.313937647387464;5
pontes e lacerda;0.674718863090996;0.142197694089752;0.420569191918996;0.100174884563591;0.431004530909925;0.0796217317605363;0.0351139639799259;0.526201416729989;5
santo antonio de jesus;0.288284805573213;0.0861227663452893;0.464388714575147;0.0984870256819955;-0.222374482040232;-0.340287560623094;0.0767309861340109;0.338555611471187;5
sao joaquim de bicas;-0.0454536986466905;0.0765348253319874;-0.09331430104859;0.0979244060547971;0.405460998560406;0.105370520424593;-0.0153276380500801;-2.38343851347775;2
campo maior;0.744979600821502;-0.0254460018094962;0.428536377856478;0.0973617864275988;0.479453745255144;0.617790214589033;-0.0182324446217956;0.492416165843665;5
sao caitano;0.832805522984634;0.0837984170087313;0.360815297387882;0.0973617864275988;0.541140093533179;0.0583677117871543;-0.0684915264891284;-1.15847484628485;2
tangua;0.481501834332105;0.0384736049458497;0.217405950513206;0.0962365471732021;0.950247371383495;0.409255252306094;0.110249061077152;-2.44667497863512;2
terenos;0.411241096601598;0.158468139445658;0.51617542316878;0.0939860686644086;0.0221076718874569;0.381409717389599;0.458783877491097;0.451396896532267;5
arataca;0.551762572062611;0.00883815090473479;-0.0335604065174753;0.0934234490372103;-2.22989124643178;-0.814982725077485;-0.179395132194233;0.566211347595663;4
picarras;0.042372223516442;0.0410884979494775;0.0819637895760131;0.0928608294100119;0.379405874464294;0.0106117021538592;0.206122851878744;-2.25286501197926;2
capao alto;0.25315443670796;0.0437033909531052;0.0779801966072721;0.0917355901556152;-0.38404154521774;-0.0568899835785554;-0.0532680451931156;0.545851387490591;4
ibipora;-0.361627018433968;0.0835078733416615;0.488290272387593;0.0917355901556152;-0.14355281563358;0.131587128894257;-0.00246912356351303;-0.61743691983617;2
irani;0.00724185465118896;0.108204085042591;0.185537206763279;0.0911729705284169;-1.25517868664152;-0.370994661594601;0.0228575072561162;0.532245228442859;4
vargem bonita;0.428806281034225;0.0422506726177565;0.225373136450688;0.0906103509012185;-1.53460125739941;-0.341342081076783;-0.0479214298320279;0.515210964817872;4
ouro preto;-0.133279620809823;0.103845930036544;0.0301770809823803;0.0889224920196235;-0.146674109640062;-0.363467606623843;-0.204427447340039;0.133134519430772;5
guaraniacu;0.65715367865837;0.0620076419784997;0.297077809888026;0.0877972527652268;-0.243958884550874;0.17093718557586;0.147533079362951;0.525168308433296;5
gurupi;0.797675154119381;0.080602436670964;0.23334032238817;0.0872346331380284;0.724700182063353;0.0336249154743309;0.309852210779642;-0.268530163056204;2
santa ines;1.21923958050242;0.000121840892642176;0.603814468481081;0.0866720135108301;0.584709541724285;-0.00322920047214199;0.0792633906178315;0.0730225064546602;2
sao gabriel do oeste;0.165328514544827;0.107041910374312;0.173586427857056;0.0866720135108301;0.697133723878043;0.159099929285847;0.0108703377802907;0.213431801683595;5
sao domingos do prata;0.727414416388876;0.0114530439083626;0.356831704419141;0.0827336761204416;-0.929431630318398;-0.13937522582598;-0.0155836964092394;0.504026457159137;4
queluz;-0.203540358540329;0.0172639172497576;-0.276559577610675;0.0804831976116482;-0.0561157009988218;0.617091854563155;-0.0564278756640365;-2.36608291795291;2
correia pinto;0.288284805573213;0.0131963059107811;0.221389543481947;0.077107479848458;-0.0419589989307961;0.361465502439667;0.169049740001329;0.454456721514123;5
bage;-0.361627018433968;0.0268518582630595;-0.129166637767259;0.0765448602212597;-0.547919322782822;-0.0297185206241356;-0.223234643595399;0.562606352726152;4
ribas do rio pardo;0.885501076282514;0.106460823040172;0.452437935668924;0.0737317620852679;0.802549840216568;0.337798330730147;0.0877396152789169;0.555543036006832;5
coxim;0.270719621140586;0.114305502051055;0.380733262231587;0.0731691424580696;0.608115805750417;0.323286599964963;0.207697115304212;0.520365956640561;5
guararema;0.00724185465118896;0.0346965372739429;-0.300461135423121;0.0720439032036729;0.750103581844594;0.236566108819373;-0.407846282019173;-2.23902966074144;2
itaobim;0.446371465466851;0.0102908692400836;0.416585598950255;0.0720439032036729;-0.36048673186003;0.24232609410404;0.143445487263179;0.474444181125665;5
lontras;-0.0103233297814375;0.102683755368265;0.0461114528573443;0.0697934246948795;-0.121415151064235;-0.325691109461785;0.296850929979711;0.569591965191136;5
bom despacho;0.586892940927864;0.10936625971087;0.305044995825508;0.0692308050676811;0.505242931263636;0.110738551489609;0.0405316346384733;0.544785592756557;5
candeias do jamari;0.797675154119381;0.113724414716916;0.209438764575724;0.067542946186086;0.782829309932364;0.193807299138577;0.102497517051002;-0.141555970433331;5
corinto;1.41245660926131;0.047480458625012;0.655601177074714;0.0664177069316893;0.753665576737123;-0.0805841418886937;0.0432142307136225;0.473370278370978;5
oliveira fortes;-0.414322571731847;-0.0289325258143332;-0.224772869017042;0.065855087304491;-1.97356687483645;-0.113276522843435;0.0580048720286846;-2.42735418249815;2
estancia velha;-0.414322571731847;0.113724414716916;-0.260625205735711;0.0652924676772926;0.260032573317883;-0.303673596975387;0.0312180446765284;-0.487669418196986;5
eusebio;-0.203540358540329;0.0335343626056639;0.157652055982092;0.0624793695413009;0.957149497884079;-0.357963976399682;-0.444389561620746;-2.1640315738366;2
russas;0.95576181401302;0.00506108323282799;0.55601135285619;0.0624793695413009;0.122248383781668;0.264402761253137;-0.20526026804391;0.479788300965519;5
catu;0.20045888341008;0.0576494869724534;0.185537206763279;0.0619167499141025;-0.483509696469434;-0.391232925123438;0.0667220677170998;0.494070970296347;4
monte castelo;0.235589252275333;0.00157455922799094;0.293094216919285;0.0607915106597058;-0.0709852499713881;0.290220766265612;0.0606687040682009;0.529943032341936;5
curitibanos;0.393675912168972;0.0236558779252922;0.137734091138387;0.0517895966245321;-1.24807653703184;-0.0911368679345099;-0.159860459429077;0.536548393670724;4
maua da serra;-0.15084480524245;-0.0277703511460542;0.0341606739511213;0.0501017377429371;-1.60520857990313;-0.192455338894817;0.014015992583107;-1.45680623643658;4
paudalho;1.02602255174353;0.0376019739446404;0.392684041137809;0.0501017377429371;0.281628639179644;-0.379140696265876;0.0630695862946659;-0.189386270327608;2
pocos de caldas;-0.027888514214064;0.0207504412545947;0.181553613794538;0.0489764984885404;-0.821473720016911;-0.157780673196355;0.093735253942419;0.418179836300986;4
nova laranjeiras;0.815240338552008;-0.0216689341375894;0.0222098950448984;0.048413878861342;-1.09579765472471;-0.342831755225472;0.0291298413481607;0.488251297331888;4
goiatuba;0.270719621140586;-0.0190540411339616;0.173586427857056;0.0478512592341437;-0.27223950328914;-0.213698625977583;-0.0849106716400022;-2.10299034931372;2
rio pardo;0.0599374079490685;0.0500953516286398;0.093914568482236;0.0472886396069453;0.305063625345393;0.0490015175777191;-0.0203560677992878;0.443588570400209;5
sao lourenco da mata;0.288284805573213;0.0291762075996175;0.101881754419718;0.0439129218437552;0.415887223747769;-0.19797916400425;-0.182640502419222;-1.21816333453545;2
paraiba do sul;-0.0805840675119435;0.0245275089265015;-0.0295768135487344;0.0433503022165568;0.0763180767791299;-0.0979901962357864;0.137303057251658;0.431334707363458;5
marques de souza;-0.063018883079317;0.0803118930038942;-0.0415275924549573;0.0427876825893585;-0.671798530893152;-0.10171700799405;-0.0214083739657011;0.416206455474218;4
terezopolis de goias;-0.115714436377197;0.0111625002412928;0.0859473825447541;0.0427876825893585;0.526867033598164;-0.156750801045681;0.165375970572837;-2.55049376905054;2
arcoverde;1.0084573673109;-0.0533381938481925;0.75917459426198;0.0422250629621601;0.235807827192065;0.470026580001589;0.0252101623224438;0.513408747501231;5
aracati;0.288284805573213;0.0599738363090115;0.0899309755134951;0.03884934519897;0.614823641651255;0.389890448296614;0.0561320484743526;0.297979334294566;5
santo antonio da platina;0.112632961246948;0.0657847096504065;-0.0136424416737704;0.03884934519897;-0.252064854908311;0.0322621146362329;-0.408455885516058;0.313068924899931;5
maracaja;-0.238670727405582;0.00796651990352553;-0.25664161276697;0.0360362470629782;0.04779759179997;-0.0540916101609008;-0.0925001717668297;-1.24824575544431;2
mineiros;0.727414416388876;0.0471899149579423;0.145701277075869;0.0360362470629782;-0.470477887928857;-0.147137526297884;0.0653984528230426;0.459534984192331;4
marialva;0.112632961246948;0.0344059936068731;0.1098489403572;0.0349110078085815;0.344593160775356;0.292861290300389;-0.048623378061517;-2.50801639486388;2
mucuri;0.973326998445646;0.0965823383598004;0.344880925512918;0.0349110078085815;0.419524555434948;0.000614904387100891;0.033681755604217;0.558179326031477;5
rio casca;-0.09814925194457;-0.00772283811824117;0.161635648950833;0.0349110078085815;-1.02914907465045;-0.217015382995132;-0.0802791987021898;0.539158260765377;4
toledo;0.411241096601598;0.042831759951896;0.0700130106697901;0.0343483881813832;-0.186669523484235;0.264636483427416;-0.0519607950989047;-0.736827110950256;2
dom eliseu;0.990892182878273;-0.00104033377563684;0.552027759887449;0.0337857685541848;0.48759025547919;0.323605886454385;0.173166171093846;0.520017739533838;5
sao borja;0.165328514544827;0.0643319913150578;-0.129166637767259;0.0337857685541848;0.227200642475334;-0.11893906990983;-0.106077927890984;0.554338357296583;5
caetanopolis;0.0599374079490685;0.0207504412545947;0.0421278598886033;0.0326605292997881;0.134337723589296;-0.320297553278225;0.160642291461852;-1.43729161585079;2
acreuna;0.639588494225743;0.0219126159228737;0.0899309755134951;0.0304100507909947;0.204502446282833;-0.198558035021108;-0.184227363024926;-0.674968830760122;2
maruim;0.411241096601598;0.0681090589869646;-0.113232265892295;0.0298474311637964;0.708230990286984;-0.378524548766006;-0.238967012866296;0.442676745303565;5
pouso novo;0.218024067842707;-0.0184729537998221;-0.117215858861036;0.0270343330278046;-1.68838617965964;-0.102256554984752;-0.186248610052736;0.26777241486581;4
panambi;0.305849990005839;0.0695617773223133;-0.0295768135487344;0.0264717134006062;-0.435428866576735;0.0141953394980729;0.1325722087958;0.488233151059081;4
concordia;0.042372223516442;-0.0144053424608455;0.225373136450688;0.0259090937734079;-1.36455451639698;-0.401645921641271;0.0971178423721014;0.550197021492288;4
itaporanga dajuda;0.165328514544827;0.0425412162848262;-0.113232265892295;0.0230959956374161;0.0952293831129861;-0.493136452188377;-0.113946279146232;-0.577879072196693;2
conceicao do jacuipe;0.428806281034225;0.0102908692400836;0.0421278598886033;0.0225333760102178;0.119440394214885;-0.107892417115352;-0.0719264499885866;-0.87238369298919;2
itapebi;0.885501076282514;0.00912869457180454;-0.0534783713611802;0.0214081367558211;-2.10568203799139;-0.800860124189294;-0.163605487872466;0.522582086766729;4
pombal;0.569327756495237;-0.0553719995176808;0.520159016137521;0.0180324189926309;0.434510834366865;0.331490666310735;0.0709564844086047;0.553804481020273;5
capanema;0.780109969686755;-0.03270959348624;0.480323086450111;0.0174697993654326;0.542447054425534;0.0632619207799883;0.0281825967745239;0.482652127454218;5
juscimeira;-0.09814925194457;0.0489331769603608;0.00627552316993447;0.0174697993654326;0.931640155598618;-0.279078731533422;0.0347594005622001;0.462893073423101;5
lagoa vermelha;-0.0454536986466905;0.0143584805790601;0.00229193020119349;0.0174697993654326;-0.972811419475015;0.218284102959644;0.041336204349871;0.530073857128899;4
milagres;0.499067018764731;0.0707239519905923;0.221389543481947;0.0174697993654326;0.381580572607327;0.114935981506537;0.0873738308635827;0.494507559872888;5
horizonte;0.709849231956249;-0.0382299231605653;0.575929317699895;0.0169071797382342;0.692219744587915;-0.244443188637288;0.136757550532432;-2.36236938082631;2
rosario do sul;0.270719621140586;0.177353477805192;0.201471578638242;0.0169071797382342;0.219407026238811;0.221206148060249;0.117002414343141;0.545851387490591;5
indiara;0.411241096601598;-0.048108407840937;0.293094216919285;0.0163445601110359;0.665491324203352;-0.222671663990007;0.060992348166982;-0.404993004954999;5
belo oriente;0.165328514544827;0.021622072255804;-0.0455111854236983;0.0140940816022425;0.218050760109376;-0.278215325096312;0.0078301673988001;0.0798415104581806;5
conceicao da barra;0.850370707417261;0.0114530439083626;0.444470749731442;0.0140940816022425;0.406276911637628;0.157829361674578;0.206627124259493;0.466067478824819;5
cornelio procopio;-0.133279620809823;-0.0106282747889387;0.0739966036385311;0.0140940816022425;-0.947905678523946;-0.0309063982710332;0.0475895587709398;-0.0754452190912952;4
